docket,violation_address,city,state,cleaned_address,corrected
21DT000524,347 E 43RD ST,Chicago,Illinois,347 E 43RD ST,
22DT001560,1345 S MICHIGAN,Chicago,Illinois,1345 S MICHIGAN,
20DT000779,5717 W MONTROSE,Chicago,Illinois,5717 W MONTROSE,
20DT001491,6421 W ARCHER,Chicago,Illinois,6421 W ARCHER,
20DT001028,501 W ARMITAGE,Chicago,Illinois,501 W ARMITAGE,
22DS04683M,5936 S UNION AVE,Chicago,Illinois,5936 S UNION AVE,
21DT000636,694 N MILWAUKEE,Chicago,Illinois,694 N MILWAUKEE,
21DT002787,6417 W ARCHER,Chicago,Illinois,6417 W ARCHER,
21DT00028A,401 E 87TH ST,Chicago,Illinois,401 E 87TH ST,
20DT000501,2729 W ARMITAGE,Chicago,Illinois,2729 W ARMITAGE,
22DS02604M,7358 S WABASH AVE,Chicago,Illinois,7358 S WABASH AVE,
22DS04246M,1651 W 63RD ST,Chicago,Illinois,1651 W 63RD ST,
20DT000874,4601 S ROCKWELL ST,Chicago,Illinois,4601 S ROCKWELL ST,
22DT001591,6603 W BELMONT,Chicago,Illinois,6603 W BELMONT,
20DT001080,1927 W 87TH ST,Chicago,Illinois,1927 W 87TH ST,
21DT000593,2357 W CONGRESS,Chicago,Illinois,2357 W CONGRESS,
21DT000594,4501 S GREENWOOD,Chicago,Illinois,4501 S GREENWOOD,
21DT001095,3658 S UNION,Chicago,Illinois,3658 S UNION,
22DT000836,6868 N WESTERN,Chicago,Illinois,6868 N WESTERN,
20DT000918,1400 N ORLEANS ST,Chicago,Illinois,1400 N ORLEANS ST,
20DT000858,9225 S BALTIMORE,Chicago,Illinois,9225 S BALTIMORE,
22DT001139,2416 W 43RD ST,Chicago,Illinois,2416 W 43RD ST,
21DT001064,2428 W MADISON ST,Chicago,Illinois,2428 W MADISON ST,
20DT001446,217 W 25TH PL,Chicago,Illinois,217 W 25TH PL,
23DT000478,1820 N WELLS ST,Chicago,Illinois,1820 N WELLS ST,
23DT000479,1810 N WELLS ST,Chicago,Illinois,1810 N WELLS ST,
22DT001160,6420 W FULLERTON,Chicago,Illinois,6420 W FULLERTON,
21CP002398,1850 W MARQUETTE ST,Chicago,Illinois,1850 W MARQUETTE RD,True
22DT000613,149 W ONTERIO ST,Chicago,Illinois,149 W ONTARIO ST,True
21DT000542,858 W WEBSTER,Chicago,Illinois,858 W WEBSTER,
20DT001657,70 E GARFIELD,Chicago,Illinois,70 E GARFIELD,
21DT000470,2223 N BISSELL ST,Chicago,Illinois,2223 N BISSELL ST,
22DT000894,3826 N LAKE ST,Chicago,Illinois,3826 W LAKE ST,True
21DS19326M,51 E 71ST ST,Chicago,Illinois,51 E 71ST ST,
22DT000838,5632 N WESTERN,Chicago,Illinois,5632 N WESTERN,
21DT000892,2200 W GRAND,Chicago,Illinois,2200 W GRAND AVE,True
20CP012097,6111 W DICKENS,Chicago,Illinois,6111 W DICKENS,
22DT000973,1616 N WELLS ST,Chicago,Illinois,1616 N WELLS ST,
22DT001593,6555 W BELMONT,Chicago,Illinois,6555 W BELMONT,
22DS03424M,4452 S WESTERN AVE,Chicago,Illinois,4452 S WESTERN AVE,
22DT000793,1728 W 18TH PL,Chicago,Illinois,1728 W 18TH PL,
21CP001043,6001 S KEDZIE,Chicago,Illinois,6001 S KEDZIE,
20DT001111,150 E ONTARIO ST,Chicago,Illinois,150 E ONTARIO ST,
22DS04301M,6426 S SANGAMON ST,Chicago,Illinois,6426 S SANGAMON ST,
20DT001656,1009 N ORLEANS ST,Chicago,Illinois,1009 N ORLEANS ST,
22DT001367,417 W SUPERIOR ST,Chicago,Illinois,417 W SUPERIOR ST,
21DT000579,1365 W HUBBARD ST,Chicago,Illinois,1365 W HUBBARD ST,
22CP000767,1456 W 61ST ST,Chicago,Illinois,1456 W 61ST ST,
22CP001080,6135 S VERNON AVE,Chicago,Illinois,6135 S VERNON AVE,
22CP001430,6345 S ABERDEEN,Chicago,Illinois,6345 S ABERDEEN,
22CP001691,6331 S RHODES,Chicago,Illinois,6331 S RHODES,
22CS000494,260 W 65TH ST,Chicago,Illinois,260 W 65TH ST,
22CS00058A,6621 S LANGLEY,Chicago,Illinois,6621 S LANGLEY,
22CS00059A,6613 S LANGLEY AVE,Chicago,Illinois,6613 S LANGLEY AVE,
22DT001382,341 W 26TH ST,Chicago,Illinois,341 W 26TH ST,
22DT001077,6436 W HIGGINS,Chicago,Illinois,6436 W HIGGINS,
20DT000845,5230 S ARCHER,Chicago,Illinois,5230 S ARCHER,
20DS77695L,2557 W 45TH ST,Chicago,Illinois,2557 W 45TH ST,
22DS04400M,4400 S WASHTENAW AVE,Chicago,Illinois,4400 S WASHTENAW AVE,
20DT001655,1700 W MADISON ST,Chicago,Illinois,1700 W MADISON ST,
20DT000566,427 W CHICAGO,Chicago,Illinois,427 W CHICAGO,
23DS12223M,2413 W 59TH ST,Chicago,Illinois,2413 W 59TH ST,
21DT001187,2914 W FULTON ST,Chicago,Illinois,2914 W FULTON ST,
20DT001252,1929 W 87TH ST,Chicago,Illinois,1929 W 87TH ST,
22DT001530,1600 E 89TH ST,Chicago,Illinois,1600 E 89TH ST,
20DT001082,1921 W 87TH ST,Chicago,Illinois,1921 W 87TH ST,
21DS19333M,7055 S ST LAWRENCE AVE,Chicago,Illinois,7055 S ST LAWRENCE AVE,
22DT001577,4342 S CHAMPLAIN,Chicago,Illinois,4342 S CHAMPLAIN,
21DT001057,618 E BOWEN,Chicago,Illinois,618 E BOWEN,
22DS04211M,5742 S CARPENTER ST,Chicago,Illinois,5742 S CARPENTER ST,
20DT000491,6314 N SACRAMENTO,Chicago,Illinois,6314 N SACRAMENTO,
21DT000558,4219 S CHAMPLAIN,Chicago,Illinois,4219 S CHAMPLAIN,
22DT001342,6107 S HARLEM,Chicago,Illinois,6107 S HARLEM,
19DT005843,1615 N FAIRFIELD,Chicago,Illinois,1615 N FAIRFIELD,
20DT001336,4601 W ARMITAGE,Chicago,Illinois,4601 W ARMITAGE,
20DT000693,947 W VAN BUREN,Chicago,Illinois,947 W VAN BUREN,
21DT002769,7157 W 59TH ST,Chicago,Illinois,7157 W 59TH ST,
20DS77386L,5000 S WOLCOTT AVE,Chicago,Illinois,5000 S WOLCOTT AVE,
22DS04165M,2000 W 69TH ST,Chicago,Illinois,2000 W 69TH ST,
22DT000773,2902 N SEELEY ST,Chicago,Illinois,2902 N SEELEY AVE,True
22DT001208,2415 N NEWCASTLE,Chicago,Illinois,2415 N NEWCASTLE,
20DS78654L,5013 S WINCHESTER AVE,Chicago,Illinois,5013 S WINCHESTER AVE,
21DT001108,2059 N KENMORE,Chicago,Illinois,2059 N KENMORE,
21DT001094,3619 S NORMAL,Chicago,Illinois,3619 S NORMAL,
20DT000518,4917 S CHAMPLAIN,Chicago,Illinois,4917 S CHAMPLAIN,
22DT001482,3232 W IRVING PARK,Chicago,Illinois,3232 W IRVING PARK,
22DT001594,2021 N OAKLEY,Chicago,Illinois,2021 N OAKLEY,
20DT000855,8301 S ELIZABETH ST,Chicago,Illinois,8301 S ELIZABETH ST,
20DS74649L,5422 W WINDSOR AVE,Chicago,Illinois,5422 W WINDSOR AVE,
20DS76169L,1756 W 48TH ST,Chicago,Illinois,1756 W 48TH ST,
20DT000496,4543 W ADDISON ST,Chicago,Illinois,4543 W ADDISON ST,
20DT001651,1901 W WASHINGTON,Chicago,Illinois,1901 W WASHINGTON,
22DT001091,4908 N LINCOLN,Chicago,Illinois,4908 N LINCOLN,
21CP002213,6451 S HONORE ST,Chicago,Illinois,6451 S HONORE ST,
22CP001810,6654 S LOOMIS ST,Chicago,Illinois,6654 S LOOMIS ST,
20CP005520,2139 W 72ND PL,Chicago,Illinois,2139 W 72ND PL,
20CP008508,7419 S HARVARD,Chicago,Illinois,7419 S HARVARD,
20CP012141,6704 S WOOD ST,Chicago,Illinois,6704 S WOOD ST,
21DT000490,2500 S STATE ST,Chicago,Illinois,2500 S STATE ST,
21DT00033A,9510 S CONSTANCE AVE,Chicago,Illinois,9510 S CONSTANCE AVE,
22DT005530,4616 N MONTICELLO,Chicago,Illinois,4616 N MONTICELLO,
21DT001157,4560 S MICHIGAN,Chicago,Illinois,4560 S MICHIGAN,
21DT000678,2657 W WALTON ST,Chicago,Illinois,2657 W WALTON ST,
21DT000659,2415 N NORMANDY,Chicago,Illinois,2415 N NORMANDY,
20DT001286,2500 S DRAKE,Chicago,Illinois,2500 S DRAKE,
20DT000587,2500 S DRAKE,Chicago,Illinois,2500 S DRAKE,
22DT000954,2810 W LOGAN,Chicago,Illinois,2810 W LOGAN,
22DS03602M,6714 S WESTERN AVE,Chicago,Illinois,6714 S WESTERN AVE,
21DT001188,2107 N LINCOLN,Chicago,Illinois,2107 N LINCOLN,
22DT000929,4057 W LAWRENCE,Chicago,Illinois,4057 W LAWRENCE,
22DS04192M,6238 S DAMEN AVE,Chicago,Illinois,6238 S DAMEN AVE,
22DS04127M,7101 S PERRY AVE,Chicago,Illinois,7101 S PERRY AVE,
19DS72434L,6417 N GLENWOOD AVE,Chicago,Illinois,6417 N GLENWOOD AVE,
22DS05033M,3237 W ARMITAGE AVE,Chicago,Illinois,3237 W ARMITAGE AVE,
20DT001079,1933 W 87TH ST,Chicago,Illinois,1933 W 87TH ST,
20DT001078,1931 W 87TH ST,Chicago,Illinois,1931 W 87TH ST,
22DT000615,644 W SCHUBERT,Chicago,Illinois,644 W SCHUBERT,
21DT001486,111 N KEDZIE,Chicago,Illinois,111 N KEDZIE,
22DT005980,3229 N CICERO,Chicago,Illinois,3229 N CICERO,
22DT000900,1505 N LARAMIE,Chicago,Illinois,1505 N LARAMIE,
21DT001365,301 W 23RD PL,Chicago,Illinois,301 W 23RD PL,
20DT001046,998 W SUNNYSIDE,Chicago,Illinois,998 W SUNNYSIDE,
21DT001076,1708 W MADISON ST,Chicago,Illinois,1708 W MADISON ST,
20DT000923,2101 S STATE ST,Chicago,Illinois,2101 S STATE ST,
20DT001659,2101 S STATE ST,Chicago,Illinois,2101 S STATE ST,
21DT001174,4901 S DR MARTIN LUTH DR,Chicago,Illinois,4901 S DR MARTIN LUTHER KING JR DR,True
20DT000902,5672 S ARCHER,Chicago,Illinois,5672 S ARCHER,
20DT000493,5435 N WOLCOTT,Chicago,Illinois,5435 N WOLCOTT,
22DT001046,3356 N SHEFFIELD,Chicago,Illinois,3356 N SHEFFIELD,
22DT001129,5257 S PRIARIE,Chicago,Illinois,5257 S PRAIRIE,True
21DT000523,1730 N BISSEELL ST,Chicago,Illinois,1730 N BISSELL ST,True
21DT000376,1000 W LAKE ST,Chicago,Illinois,1000 W LAKE ST,
21DT002793,5115 W 63RD ST,Chicago,Illinois,5115 W 63RD ST,
20DT000417,1010 W MADISON,Chicago,Illinois,1010 W MADISON,
22DT001080,6801 N WESTERN,Chicago,Illinois,6801 N WESTERN,
19DT006077,1400 E 53RD ST,Chicago,Illinois,1400 E 53RD ST,
20CP012099,6159 W DICKENS,Chicago,Illinois,6159 W DICKENS,
21DT001346,1415 W OHIO,Chicago,Illinois,1415 W OHIO,
20DT001011,4150 W WRIGHTWOOD,Chicago,Illinois,4150 W WRIGHTWOOD,
22DT001395,4810 W DIVERSEY,Chicago,Illinois,4810 W DIVERSEY,
23DT000147,4804 W DIVERSEY,Chicago,Illinois,4804 W DIVERSEY,
21DT001489,4049 S CALIFORNIA,Chicago,Illinois,4049 S CALIFORNIA,
22DT001388,3125 W CARROLL,Chicago,Illinois,3125 W CARROLL,
22DT001158,2301 N HARLEM,Chicago,Illinois,2301 N HARLEM,
21DS20509M,151 N CICERO AVE,Chicago,Illinois,151 N CICERO AVE,
20DT000695,1343 W CULLERTON,Chicago,Illinois,1343 W CULLERTON,
22DT000840,6934 N CLARK ST,Chicago,Illinois,6934 N CLARK ST,
22DT000946,4512 W DIVERSEY,Chicago,Illinois,4512 W DIVERSEY,
21DT002791,5259 S ARCHER,Chicago,Illinois,5259 S ARCHER,
21DT000886,3500 N KIMBALL,Chicago,Illinois,3500 N KIMBALL,
21DT001029,656 E BOWEN,Chicago,Illinois,656 E BOWEN,
21DT000534,149 N DES PLAINES ST,Chicago,Illinois,149 N DESPLAINES ST,True
22DS03841M,4257 S ARTESIAN AVE,Chicago,Illinois,4257 S ARTESIAN AVE,
21DS20257M,2321 S KIRKLAND AVE,Chicago,Illinois,2321 S KIRKLAND AVE,
21DT001343,1804 N KEDZIE,Chicago,Illinois,1804 N KEDZIE,
22DT000961,3033 N LINCOLN,Chicago,Illinois,3033 N LINCOLN,
19DT005779,1349 W 82ND ST,Chicago,Illinois,1349 W 82ND ST,
22DT002247,3220 S SHIELDS,Chicago,Illinois,3220 S SHIELDS,
20DT001237,801 W 111TH ST,Chicago,Illinois,801 W 111TH ST,
21DT001193,4502 S ST LAWRENCE,Chicago,Illinois,4502 S ST LAWRENCE,
22DT001142,4425 W 63RD ST,Chicago,Illinois,4425 W 63RD ST,
21DT001179,700 W CHICAGO,Chicago,Illinois,700 W CHICAGO,
21DT001069,777 W CHICAGO,Chicago,Illinois,777 W CHICAGO,
21DT001181,4824 S INDIANA,Chicago,Illinois,4824 S INDIANA,
21DT000596,4500 S LAKE PARK,Chicago,Illinois,4500 S LAKE PARK AVE,True
22DT001423,3400 W FULTON,Chicago,Illinois,3400 W FULTON,
20DT000502,1850 W GRAND,Chicago,Illinois,1850 W GRAND AVE,True
21DT001389,2453 W DIVERSEY,Chicago,Illinois,2453 W DIVERSEY,
21DS20599M,6105 S RICHMOND ST,Chicago,Illinois,6105 S RICHMOND ST,
21DT001186,622 N TRUMBULL,Chicago,Illinois,622 N TRUMBULL,
22DT001133,1522 S WABASH,Chicago,Illinois,1522 S WABASH,
21DT001056,410 S WABASH,Chicago,Illinois,410 S WABASH,
21DT002129,4909 W DIVISION ST,Chicago,Illinois,4909 W DIVISION ST,
22DS04178M,1614 W 47TH ST,Chicago,Illinois,1614 W 47TH ST,
21DT002766,7000 W ARCHER,Chicago,Illinois,7000 W ARCHER,
22DT000906,1111 W MARSHFIELD,Chicago,Illinois,1111 N MARSHFIELD,True
22DT000547,901 N WESTERN,Chicago,Illinois,901 N WESTERN,
22DS04583M,1244 W 57TH ST,Chicago,Illinois,1244 W 57TH ST,
22DT000828,1331 N WICKER PARK,Chicago,Illinois,1331 N WICKER PARK,
21DT000797,10813 S WALLACE,Chicago,Illinois,10813 S WALLACE,
20DT000654,1841 S HAMLIN,Chicago,Illinois,1841 S HAMLIN,
21DT001080,1217 W AUGUSTA,Chicago,Illinois,1217 W AUGUSTA,
20DT001449,255 W 25TH PL,Chicago,Illinois,255 W 25TH PL,
20DT000509,5127 S INDIANA,Chicago,Illinois,5127 S INDIANA,
22DT001362,2200 N KENMORE,Chicago,Illinois,2200 N KENMORE,
22DT001378,355 W 26TH ST,Chicago,Illinois,355 W 26TH ST,
21DS20661M,5956 W HIGGINS AVE,Chicago,Illinois,5956 W HIGGINS AVE,
21DS20741M,932 W 59TH ST,Chicago,Illinois,932 W 59TH ST,
22DS04284M,932 W 59TH ST,Chicago,Illinois,932 W 59TH ST,
20DT000880,5206 N WESTERN,Chicago,Illinois,5206 N WESTERN,
20DT001895,706 S FINANCIAL PL,Chicago,Illinois,706 S FINANCIAL PL,
21DT000599,1135 N DAMEN,Chicago,Illinois,1135 N DAMEN,
22DT000726,133 S ASHLAND,Chicago,Illinois,133 S ASHLAND,
22DS03368M,1600 S ASHLAND AVE,Chicago,Illinois,1600 S ASHLAND AVE,
21DT000385,2200 N KENMORE,Chicago,Illinois,2200 N KENMORE,
22DT001346,6301 S KNOX,Chicago,Illinois,6301 S KNOX,
22DT001490,5828 N LINCOLN,Chicago,Illinois,5828 N LINCOLN,
20DS72598L,6740 N SHERIDAN RD,Chicago,Illinois,6740 N SHERIDAN RD,
21DT000569,200 N HALSTED ST,Chicago,Illinois,200 N HALSTED ST,
21DT000378,921 W FULTON MARKET,Chicago,Illinois,921 W FULTON MARKET,
22DT001037,4024 N KEDZIE,Chicago,Illinois,4024 N KEDZIE,
22DT001312,6200 N LINCOLN,Chicago,Illinois,6200 N LINCOLN,
22DT001396,3201 W ADDISON ST,Chicago,Illinois,3201 W ADDISON ST,
22DS02288M,7059 S HALSTED ST,Chicago,Illinois,7059 S HALSTED ST,
22DT001817,3645 W 79TH ST,Chicago,Illinois,3645 W 79TH ST,
22DS03559M,3180 N MILWAUKEE AVE,Chicago,Illinois,3180 N MILWAUKEE AVE,
20DS76293L,4955 S HOYNE AVE,Chicago,Illinois,4955 S HOYNE AVE,
22DS03535M,4955 S HOYNE AVE,Chicago,Illinois,4955 S HOYNE AVE,
22DT001105,849 N DEARBORN,Chicago,Illinois,849 N DEARBORN,
22DT001107,849 N DEARBORN,Chicago,Illinois,849 N DEARBORN,
22DT001816,7059 S ASHLAND,Chicago,Illinois,7059 S ASHLAND,
21DT002672,4002 W CHICAGO,Chicago,Illinois,4002 W CHICAGO,
22DS05749M,7001 S MERRILL AVE,Chicago,Illinois,7001 S MERRILL AVE,
22DS02619M,7903 S RHODES AVE,Chicago,Illinois,7903 S RHODES AVE,
20DS76051L,2257 W FOSTER AVE,Chicago,Illinois,2257 W FOSTER AVE,
21DS20379M,2257 W FOSTER AVE,Chicago,Illinois,2257 W FOSTER AVE,
23DT000504,1454 N DEARBORN,Chicago,Illinois,1454 N DEARBORN,
22DT001330,3344 W WALNUT ST,Chicago,Illinois,3344 W WALNUT ST,
22DT001506,2218 N ST LOUIS,Chicago,Illinois,2218 N ST LOUIS,
20DS76115L,6501 S HERMITAGE AVE,Chicago,Illinois,6501 S HERMITAGE AVE,
21DT002797,2724 W 51ST ST,Chicago,Illinois,2724 W 51ST ST,
21DT000782,10548 S TORRENCE,Chicago,Illinois,10548 S TORRENCE,
23DT000450,2165 N BELL,Chicago,Illinois,2165 N BELL,
21DT002756,5687 S ARCHER,Chicago,Illinois,5687 S ARCHER,
22DS03576M,7110 N CLARK ST,Chicago,Illinois,7110 N CLARK ST,
22DS04692M,6137 W DIVERSEY AVE,Chicago,Illinois,6137 W DIVERSEY AVE,
22DS04150M,5801 S PEORIA ST,Chicago,Illinois,5801 S PEORIA ST,
22DS04210M,5621 S CARPENTER ST,Chicago,Illinois,5621 S CARPENTER ST,
21DS20676M,1500 W TAYLOR ST,Chicago,Illinois,1500 W TAYLOR ST,
20DS75964L,4446 S GREENWOOD AVE,Chicago,Illinois,4446 S GREENWOOD AVE,
22DS03749M,1620 W 59TH ST,Chicago,Illinois,1620 W 59TH ST,
22DS03862M,1620 W 59TH ST,Chicago,Illinois,1620 W 59TH ST,
22DS03683M,371 E 75TH ST,Chicago,Illinois,371 E 75TH ST,
22DT001323,1500 W OAKDALE,Chicago,Illinois,1500 W OAKDALE,
21DT001038,755 N THROOP ST,Chicago,Illinois,755 N THROOP ST,
20DS75850L,4500 S ROCKWELL ST,Chicago,Illinois,4500 S ROCKWELL ST,
22DT000695,610 W 43RD PL,Chicago,Illinois,610 W 43RD PL,
19DS72191L,1215 W ARTHUR AVE,Chicago,Illinois,1215 W ARTHUR AVE,
22DT000826,2824 W ARMITAGE,Chicago,Illinois,2824 W ARMITAGE,
21DT000341,67 W SCHILLER ST,Chicago,Illinois,67 W SCHILLER ST,
20DS75889L,5945 S WOOD ST,Chicago,Illinois,5945 S WOOD ST,
21DT001079,907 N LARRABEE ST,Chicago,Illinois,907 N LARRABEE ST,
21DS20180M,5153 W DIVERSEY AVE,Chicago,Illinois,5153 W DIVERSEY AVE,
22DT000701,3714 S HALSTED,Chicago,Illinois,3714 S HALSTED,
21DT002804,6754 W 63RD ST,Chicago,Illinois,6754 W 63RD ST,
19DS72172L,2646 W 47TH ST,Chicago,Illinois,2646 W 47TH ST,
22DT001127,1645 W FULLERTON,Chicago,Illinois,1645 W FULLERTON,
22DS03427M,2437 W 47TH ST,Chicago,Illinois,2437 W 47TH ST,
20DS75935L,4201 S FAIRFIELD AVE,Chicago,Illinois,4201 S FAIRFIELD AVE,
22DT001559,2251 S STATE ST,Chicago,Illinois,2251 S STATE ST,
22DT001224,2251 S STATE ST,Chicago,Illinois,2251 S STATE ST,
22DT001110,241 W SCOTT ST,Chicago,Illinois,241 W SCOTT ST,
22DT000599,4224 W 51ST ST,Chicago,Illinois,4224 W 51ST ST,
22DT001149,4354 S DREXEL,Chicago,Illinois,4354 S DREXEL,
22DS03421M,4532 S WESTERN AVE,Chicago,Illinois,4532 S WESTERN AVE,
21DT000335,1707 S NEWBERRY,Chicago,Illinois,1707 S NEWBERRY,
21DT000506,4158 S CALUMET,Chicago,Illinois,4158 S CALUMET,
22DT001262,917 W 34TH ST,Chicago,Illinois,917 W 34TH ST,
20DS76255L,2321 W FOSTER AVE,Chicago,Illinois,2321 W FOSTER AVE,
21DS20610M,619 E 43RD ST,Chicago,Illinois,619 E 43RD ST,
22DT000602,5450 S NORMANDY,Chicago,Illinois,5450 S NORMANDY,
20DS75871L,5001 S WESTERN BLVD,Chicago,Illinois,5001 S WESTERN BLVD,
22DS04216M,5738 S CARPENTER ST,Chicago,Illinois,5738 S CARPENTER ST,
22DT000557,3142 N NARRAGANSETT,Chicago,Illinois,3142 N NARRAGANSETT,
22DT001567,4301 S GREENWOOD,Chicago,Illinois,4301 S GREENWOOD,
20DS76178L,2445 W POPE JOHN PAUL II DR,Chicago,Illinois,2445 W POPE JOHN PAUL II DR,
21DT000848,4458 W FULLERTON,Chicago,Illinois,4458 W FULLERTON,
23DT000437,1419 N WICKER PARK,Chicago,Illinois,1419 N WICKER PARK,
22DT001148,4656 S LAKE PARK,Chicago,Illinois,4656 S LAKE PARK AVE,True
20DS75749L,6714 N CLARK ST,Chicago,Illinois,6714 N CLARK ST,
22DT000999,600 W 26TH ST,Chicago,Illinois,600 W 26TH ST,
22DT000839,6320 N LINCOLN,Chicago,Illinois,6320 N LINCOLN,
20DS75992L,2419 W POPE JOHN PAUL II DR,Chicago,Illinois,2419 W POPE JOHN PAUL II DR,
21DT000563,463 W 24TH ST,Chicago,Illinois,463 W 24TH ST,
20DS75789L,2706 W 47TH ST,Chicago,Illinois,2706 W 47TH ST,
21DT000607,1058 W WRIGHTWOOD,Chicago,Illinois,1058 W WRIGHTWOOD,
22DS04278M,1721 W 59TH ST,Chicago,Illinois,1721 W 59TH ST,
22DT001221,835 E 35TH ST,Chicago,Illinois,835 E 35TH ST,
22DT001230,1493 N LARRABEE ST,Chicago,Illinois,1493 N LARRABEE ST,
22DT001178,3000 W DIVERSEY,Chicago,Illinois,3000 W DIVERSEY,
22DT000772,2219 W WELLINGTON,Chicago,Illinois,2219 W WELLINGTON,
20DS75956L,2415 W PETERSON AVE,Chicago,Illinois,2415 W PETERSON AVE,
22DS03899M,2010 W 51ST ST,Chicago,Illinois,2010 W 51ST ST,
21DS20699M,2010 W 51ST ST,Chicago,Illinois,2010 W 51ST ST,
22DS04179M,6128 S WESTERN AVE,Chicago,Illinois,6128 S WESTERN AVE,
22DT001150,2609 S STATE ST,Chicago,Illinois,2609 S STATE ST,
22DT001143,4722 S PULASKI RD,Chicago,Illinois,4722 S PULASKI RD,
21DT002788,5501 S NAGLE,Chicago,Illinois,5501 S NAGLE,
22DS02631M,343 E 79TH ST,Chicago,Illinois,343 E 79TH ST,
22DT001315,6542 N CLARK ST,Chicago,Illinois,6542 N CLARK ST,
22DT001479,2742 W MONTROSE,Chicago,Illinois,2742 W MONTROSE,
22DT001036,4401 N CHRISTIANA,Chicago,Illinois,4401 N CHRISTIANA,
22DT001304,6001 N WESTERN,Chicago,Illinois,6001 N WESTERN,
22DS03396M,2101 W 63RD ST,Chicago,Illinois,2101 W 63RD ST,
21DT000884,417 W DIVERSEY,Chicago,Illinois,417 W DIVERSEY,
21DT001073,1558 N ELSTON,Chicago,Illinois,1558 N ELSTON,
23DT000584,2649 S HILLOCK,Chicago,Illinois,2649 S HILLOCK,
19DS69216L,1425 W MORSE AVE,Chicago,Illinois,1425 W MORSE AVE,
21DT003048,5358 S MCVICKER,Chicago,Illinois,5358 S MCVICKER,
21DT003049,6188 S ARCHER,Chicago,Illinois,6188 S ARCHER,
22DS02242M,51 E 71ST ST,Chicago,Illinois,51 E 71ST ST,
20DS75880L,4528 S ROCKWELL ST,Chicago,Illinois,4528 S ROCKWELL ST,
23DT000663,2257 W FOSTER,Chicago,Illinois,2257 W FOSTER,
22DT000560,2454 N KOSTNER,Chicago,Illinois,2454 N KOSTNER,
21DS20255M,2816 W IRVING PARK RD,Chicago,Illinois,2816 W IRVING PARK RD,
22DT000997,3000 S NORMAL,Chicago,Illinois,3000 S NORMAL,
22DT001564,600 E 51ST ST,Chicago,Illinois,600 E 51ST ST,
22DT000977,947 W VAN BUREN ST,Chicago,Illinois,947 W VAN BUREN ST,
22DT000658,2415 N NEWCASTLE,Chicago,Illinois,2415 N NEWCASTLE,
22DS03423M,4600 S WESTERN AVE,Chicago,Illinois,4600 S WESTERN AVE,
21DT002980,6950 W ARCHER,Chicago,Illinois,6950 W ARCHER,
22DT001276,5700 N WESTERN,Chicago,Illinois,5700 N WESTERN,
21DT001323,2500 S DRAKE,Chicago,Illinois,2500 S DRAKE,
21DS20313M,4856 S HERMITAGE AVE,Chicago,Illinois,4856 S HERMITAGE AVE,
22DT000629,9800 S HALSTED,Chicago,Illinois,9800 S HALSTED,
22DT001207,2059 N NATCHEZ,Chicago,Illinois,2059 N NATCHEZ,
20DS76329L,4314 S GREENWOOD AVE,Chicago,Illinois,4314 S GREENWOOD AVE,
22DS04129M,7104 S LAFAYETTE AVE,Chicago,Illinois,7104 S LAFAYETTE AVE,
22DT001561,2155 S STATE ST,Chicago,Illinois,2155 S STATE ST,
22DT001225,2 E CERMAK RD,Chicago,Illinois,2 E CERMAK RD,
22DT001165,1431 W 21ST ST,Chicago,Illinois,1431 W 21ST ST,
23DT000535,2333 W MOFFAT ST,Chicago,Illinois,2333 W MOFFAT ST,
21DT002544,310 W 74TH PL,Chicago,Illinois,310 W 74TH PL,
22DS04254M,1824 W 63RD ST,Chicago,Illinois,1824 W 63RD ST,
23DT000503,15 W BURTON PL,Chicago,Illinois,15 W BURTON PL,
23DT000586,239 W SCOTT,Chicago,Illinois,239 W SCOTT,
22DT001095,1057 N WOLCOTT,Chicago,Illinois,1057 N WOLCOTT,
21DT000475,100 E CHESTNUT ST,Chicago,Illinois,100 E CHESTNUT ST,
23DT000087,4501 W DIVERSEY,Chicago,Illinois,4501 W DIVERSEY,
20DS75986L,4949 S SEELEY AVE,Chicago,Illinois,4949 S SEELEY AVE,
22DS03542M,2136 S ASHLAND AVE,Chicago,Illinois,2136 S ASHLAND AVE,
22DT001329,3543 W WALNUT ST,Chicago,Illinois,3543 W WALNUT ST,
21DT000703,7065 W BELMONT,Chicago,Illinois,7065 W BELMONT,
21DT000332,535 W WRIGHTWOOD,Chicago,Illinois,535 W WRIGHTWOOD,
21DT002767,5458 S SAYRE,Chicago,Illinois,5458 S SAYRE,
22DS03418M,4618 S WESTERN AVE,Chicago,Illinois,4618 S WESTERN AVE,
20DS75909L,2057 W GARFIELD BLVD,Chicago,Illinois,2057 W GARFIELD BLVD,
21DT001021,1656 N WINCHESTER,Chicago,Illinois,1656 N WINCHESTER,
23DT000043,451 W DIVERSEY,Chicago,Illinois,451 W DIVERSEY,
21DS19327M,75 E 71ST ST,Chicago,Illinois,75 E 71ST ST,
21DT000489,114 N ABERDEEN ST,Chicago,Illinois,114 N ABERDEEN ST,
22DT000770,3045 N SOUTHPORT,Chicago,Illinois,3045 N SOUTHPORT,
20DS73439L,2523 W 47TH ST,Chicago,Illinois,2523 W 47TH ST,
22DT001001,1252 W DICKENS,Chicago,Illinois,1252 W DICKENS,
21DT001190,938 W 38TH ST,Chicago,Illinois,938 W 38TH ST,
