,OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
30,31,55,Hegewisch,9781,9426,10027,3677,2.726679358,9250.205343,386.8929593,1909.380214,1758.4574,1562.121586,2060.727887,775.9436688,603.9175449,192.7640828,39.64860189,3398.034109,5202.552663,631.5985612,1.020010237,17.0,9189.100461,7519.50851,4229.932132,3811.547222,418.3849105,3289.576378,3630.295722,146.8507789,3483.444943,2683.812044,489.4229947,243.2229947,36.60471983,30.38219019,112227.3729,412.2307724,1138.459343,1533.16003,432.7583745,6252.160156,1129.306506,2158.677172,1563.155888,383.3125004,574.6836153,443.0244746,1072.666328,496.0382226,730.8153137,389.5515375,522.4248462,304.3233087,57846.64934,27694.54333,3515.819557,2654.196311,861.3564384,498.1771218,4013.723567,2864.375699,52.77934491,402.2401046,449.2857143,50.0,9.0,66.0,120.0427046,5.908183838,214.0569395,460.3666642,1855.725005,1483.574958,1953.301184,468.0,794.073847,1889.022355,714.5134868,148.113879,1178.37051,1314.000338,144.0,18.05166052,154663.0159,655.3380074,26.0,281.4392681,327.5508918,20.34784748,0.0,1029.341184,3156.966759,353.150861,358.8527983,3004.642036,2954.642036,511.1775215,3719,Education,Manufacturing,Health Care,Retail Trade,Public Administration,457,418,393,384,346,1663,Manufacturing,Retail Trade,Wholesale Trade,Accommodation and Food Service,Finance,780,223,171,130,88,Outside of Chicago,The Loop,Near North Side,Near West Side,Hegewisch,1614,846,151,144,118,Outside of Chicago,Hegewisch,East Side,South Deering,South Chicago,1081,118,117,28,22,,,,18224.14581,,,,,,,,,,0.061247011,0.385598676,0.553154313,0.221751542,0.778248458,0.0,2.963929431,3350.912509,373.9184148,0.111587042,33.86796779,0.010107088,6.741397567,0.002011809,48.22357911,0.014391178,17.41745745,0.005197825,301.3527294,0.089931542,1562.182502,0.466196147,0.0,0.0,587.6569456,0.175372214,419.5515151,0.125205153,1210.656796,1024.8877,297.997048,982.2780135,2226.956119,300.0896986,1288.863438,662.7610354,8.110701107,58.0754543,596.5748799,619.2315968,228.6926441,164.4376389,226.1013138,731.0949898,422.2554076,270.5454718,38.29411033,1217.311163,1013.991054,132.2989588,71.02115003,7754.297117,1504.153592,8871.316531,4035.30923,1205.499628,4836.007301,3604.109393,96.88463148,0.0,0.0,260.0,0.0,0.117647059,74.19755871,0.0,6553,2820,130,32,246,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.224013603,0.731050218,0.23292379,0.0,0.330919242,0.586291167,0.428320912,0.252348998
31,32,20,Hermosa,26908,25010,24062,7544,3.183589608,23163.0,1339.0,4512.0,5617.0,4887.0,4047.0,1716.0,732.0,313.0,35.34880148,2291.0,19116.0,1046.0,534.0,176.0,23121.0,18733.0,12769.0,12010.0,759.0,5964.0,11761.0,484.0,11277.0,7395.0,1316.0,2016.0,432.0,118.0,400395.0,866.0,2591.0,2471.0,1250.0,15335.0,4630.0,4360.0,2537.0,816.0,2214.0,778.0,1331.0,1995.0,1353.0,826.0,968.0,705.0,54773.13975,24226.59958,7178.0,3634.0,3544.0,675.0,7853.0,2255.0,107.0,2401.0,1964.0,691.0,357.0,63.0,15.0,5.703014602,116.0,558.0,1763.0,5416.0,1926.249077,1500.0,3001.0,2089.0,773.0,490.0,487.0,1872.0,1156.0,108.0,266534.2298,3390.0,61.0,1584.0,1537.0,193.0,15.0,1010.831889,6479.0,717.0,699.0,6167.0,5804.0,1011.0,8268,Manufacturing,Health Care,Accommodation and Food Service,Retail Trade,Administration,1060,1050,978,963,735,3916,Manufacturing,Construction,Retail Trade,Accommodation and Food Service,Wholesale Trade,2414,418,175,174,151,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,3241,985,573,412,296,Outside of Chicago,Belmont Cragin,Hermosa,Austin,Logan Square,1812,257,204,120,114,,,,13085.14868,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.704651419,748.4402992,166.551737,0.22253176,145.8277409,0.194842182,15.25334607,0.020380177,26.62628711,0.035575699,19.07340303,0.025484201,110.7375564,0.147957768,245.5506909,0.328083203,0.0,0.0,15.52678082,0.020745517,3.292757041,0.004399492,1473.0,1955.0,984.0,2766.0,5165.0,719.0,2013.0,828.0,0.0,1.0,827.0,2218.0,207.0,427.0,1584.0,1327.0,522.0,341.0,464.0,2496.0,1912.0,474.0,110.0,14481.0,8682.0,21824.0,16876.0,8080.0,4948.0,16136.0,249.0,6.0,261.0,79.0,0.0,46.0,82.0,17.0,3086,22574,649,319,280,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.248320835,0.820218542,0.0,0.0,0.075824075,1.0,1.0,0.361193776
32,33,23,Humboldt Park,65836,56323,54165,19072,2.821623322,54401.0,3610.0,12540.0,13199.0,10862.0,9094.0,3068.0,1405.0,623.0,32.66518148,4907.0,30160.0,17999.0,288.0,1047.0,54014.0,41325.0,27086.0,24125.0,2961.0,14239.0,23629.0,1187.0,22442.0,13284.0,2493.0,5131.0,1163.0,371.0,811850.0,4135.0,7989.0,3978.0,1665.0,34269.0,8524.0,10007.0,7090.0,2330.0,3882.0,2436.0,5494.0,5009.0,2729.0,1487.0,1989.0,1059.0,41535.65292,20336.54578,17767.0,6673.0,11094.0,2164.0,19931.0,4177.0,212.0,6758.0,4891.0,2006.0,954.0,908.0,25.0,5.595621683,939.0,2538.0,4329.0,12125.0,1931.094845,3029.0,7594.0,6598.0,1514.0,1196.0,1627.0,3517.0,1094.0,431.0,208806.8182,10647.0,807.0,3676.0,4580.0,1417.0,167.0,1071.519741,15722.0,2654.0,2045.0,14401.0,13396.0,3366.0,18825,Health Care,Accommodation and Food Service,Retail Trade,Administration,Manufacturing,2781,2226,2111,2067,1743,9046,Manufacturing,Health Care,Retail Trade,Administration,Wholesale Trade,1766,1161,970,932,670,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,7465,2378,1585,1117,1009,Outside of Chicago,Humboldt Park,Austin,West Town,Belmont Cragin,3621,447,356,271,253,,,,10413.44792,,,,,,,,,,0.0,0.0,1.0,0.0,0.009487751,0.990512249,1.973488936,2306.723522,281.0195323,0.121826274,422.7834088,0.183283087,38.04551573,0.016493314,136.7352964,0.059276847,114.8417219,0.049785647,321.4993946,0.139374915,826.2438857,0.358189388,0.0,0.0,18.49528567,0.00801799,147.0594804,0.063752539,4474.0,4878.0,3074.0,5341.0,11813.0,3161.0,5954.0,3613.0,72.0,107.0,3434.0,6279.0,656.0,1323.0,4300.0,2653.0,992.0,885.0,776.0,4479.0,3311.0,1002.0,166.0,44301.0,10100.0,50791.0,24255.0,9288.0,26536.0,23416.0,320.0,0.0,74.0,24.0,24.0,107.0,186.0,104.0,2184,31607,31207,239,599,,,,,,,,,,,,,,,,,,,,,,,,,0.99980292,0.943404797,0.252356357,0.771527673,0.210191415,0.0,0.094119742,1.0,1.0,0.422108426
33,34,41,Hyde Park,29920,25681,29456,14818,1.792077203,27722.0,809.0,4026.0,11128.0,3761.0,3705.0,2458.0,1187.0,648.0,30.51812367,13019.0,2083.0,6773.0,3946.0,1901.0,25192.0,24997.0,15568.0,14544.0,1002.0,9429.0,14163.0,2096.0,12067.0,3216.0,482.0,3737.0,4491.0,141.0,326490.0,5666.0,6418.0,1475.0,117.0,17930.0,708.0,828.0,2024.0,509.0,4748.0,9113.0,4014.0,2605.0,1702.0,1357.0,1778.0,2220.0,52422.56637,48606.06637,13676.0,4761.0,8915.0,1356.0,15032.0,789.0,1416.0,133.0,868.0,2691.0,1096.0,8029.0,10.0,4.723359799,531.0,2894.0,3704.0,7903.0,1937.551563,6293.0,3756.0,2890.0,1465.0,628.0,869.0,1354.0,1419.0,1052.0,313948.2565,8849.0,421.0,2493.0,3137.0,2215.0,583.0,1237.5,13047.0,815.0,629.0,12755.0,12090.0,921.0,11543,Education,Health Care,Accommodation and Food Service,Professional,Administration,2815,2143,894,867,837,26071,Education,Health Care,Accommodation and Food Service,Retail Trade,Real Estate,12793,9976,1050,812,385,Hyde Park,Outside of Chicago,The Loop,Near North Side,Near West Side,3091,3052,2025,781,672,Outside of Chicago,Hyde Park,Kenwood,Near South Side,Lake View,10079,3091,852,737,674,,,,7210.298045,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,14.23132451,1032.261861,98.2231015,0.09515328,173.875285,0.168441063,6.104485456,0.005913699,30.33008595,0.029382163,183.5538373,0.177817126,0.0,0.0,246.9578489,0.239239536,0.0,0.0,286.0307824,0.277091301,7.186434713,0.006961833,7373.0,3629.0,1558.0,1116.0,4220.0,527.0,9456.0,2265.0,76.0,66.0,2123.0,3288.0,131.0,526.0,2631.0,1702.0,435.0,783.0,484.0,5338.0,3735.0,1255.0,348.0,22553.0,5169.0,26913.0,6954.0,2149.0,19959.0,1585.0,375.0,1557.0,22.0,92.0,282.0,643.0,2137.0,261.0,13020,1230,11290,3366,1014,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.801450084,0.732601915,1.0,0.831632514,0.043310675,1.0,1.0,0.762973946
34,35,16,Irving Park,58643,53359,51940,21342,2.417861494,53604.0,3735.0,8438.0,13439.0,13246.0,9193.0,3457.0,1679.0,417.0,36.20763142,23585.0,22062.0,1466.0,4602.0,1889.0,53157.0,43444.0,32457.0,30525.0,1912.0,10987.0,30174.0,3681.0,26493.0,15555.0,2132.0,7301.0,1178.0,327.0,964240.0,2861.0,9417.0,6857.0,1781.0,38537.0,5235.0,7811.0,6423.0,2265.0,10601.0,6202.0,2687.0,4221.0,3983.0,2780.0,3305.0,3940.0,72045.04095,38887.99043,20916.0,10653.0,10263.0,1966.0,22882.0,6251.0,870.0,4968.0,3585.0,3666.0,1750.0,1741.0,51.0,5.568837059,1703.0,2012.0,4489.0,14678.0,1928.973293,4419.0,9335.0,5570.0,2273.0,1285.0,807.0,3266.0,3492.0,3049.0,359700.0484,9972.0,406.0,2674.0,4772.0,1977.0,143.0,1170.727338,19855.0,1741.0,1061.0,18798.0,18276.0,2118.0,23181,Health Care,Professional,Accommodation and Food Service,Retail Trade,Education,2905,2369,2308,2112,2036,10716,Wholesale Trade,Health Care,Retail Trade,Arts and Entertainment,Accommodation and Food Service,1781,1771,1135,997,948,Outside of Chicago,The Loop,Near North Side,Near West Side,Irving Park,8353,4310,2138,1415,714,Outside of Chicago,Irving Park,Belmont Cragin,Austin,Portage Park,4364,714,390,354,343,,,,12749.05106,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.255109414,2057.194253,516.2064438,0.250927419,403.7078639,0.196241975,47.47435967,0.023077237,102.862972,0.050001584,72.97631344,0.035473711,67.10794937,0.032621105,742.7564039,0.36105312,0.0,0.0,94.31377774,0.04584583,9.788169414,0.004758019,6124.0,6694.0,3611.0,4487.0,12590.0,1424.0,8326.0,1639.0,0.0,78.0,1561.0,4899.0,247.0,1026.0,3626.0,3934.0,785.0,1954.0,1195.0,9953.0,6376.0,2607.0,970.0,39475.0,14129.0,49869.0,22912.0,9282.0,26957.0,15934.0,1567.0,138.0,1477.0,647.0,171.0,772.0,1992.0,214.0,25912,25401,1121,4362,1847,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.494797208,0.855120129,0.0,0.0,0.067236085,1.0,1.0,0.473652814
35,36,11,Jefferson Park,25859,25448,26216,10585,2.475578649,27194.0,1466.0,4815.0,6072.0,5803.0,5026.0,2320.0,1199.0,493.0,38.27886136,15831.0,6626.0,714.0,3151.0,872.0,27168.0,22006.0,15235.0,14567.0,668.0,6771.0,13876.0,934.0,12942.0,8804.0,1028.0,2748.0,256.0,106.0,451515.0,1143.0,4220.0,3863.0,1295.0,19774.0,1460.0,4854.0,4002.0,1454.0,5342.0,2662.0,1416.0,1821.0,1883.0,1598.0,2147.0,1656.0,77198.06008,35584.0146,10521.0,6908.0,3613.0,925.0,11446.0,5442.0,114.0,2268.0,1871.0,890.0,378.0,425.0,58.0,5.746121298,394.0,1668.0,5075.0,4309.0,1948.637752,1530.0,4602.0,3578.0,1342.0,394.0,462.0,2640.0,3321.0,454.0,312977.2464,3481.0,108.0,988.0,1702.0,658.0,25.0,1182.062147,9712.0,624.0,809.0,9206.0,9026.0,1315.0,12527,Health Care,Education,Retail Trade,Professional,Manufacturing,1539,1256,1244,1101,983,6209,Health Care,Real Estate,Manufacturing,Retail Trade,Administration,843,751,732,566,545,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,5913,2314,709,495,323,Outside of Chicago,Jefferson Park,Portage Park,Belmont Cragin,Dunning,3234,310,229,133,119,,,,13924.67335,,,,,,,,,,0.0,0.0,1.0,0.0,0.020650922,0.979349078,0.868193147,1489.168086,502.596048,0.337501221,177.1902086,0.118986037,10.00226926,0.006716683,57.47739465,0.038596983,26.33663681,0.01768547,53.74381817,0.036089827,525.4545343,0.352851058,0.0,0.0,133.5204051,0.089661071,2.846771189,0.001911652,3001.0,3379.0,1420.0,2721.0,6550.0,616.0,3971.0,892.0,31.0,16.0,845.0,2201.0,248.0,408.0,1545.0,1871.0,591.0,401.0,879.0,5326.0,3383.0,1388.0,555.0,20151.0,7043.0,25728.0,10651.0,4399.0,15077.0,4209.0,2895.0,31.0,864.0,490.0,94.0,888.0,1130.0,50.0,21101,2881,81,1237,559,,,,,,,,,,,,,,,,,,,,,,,,,0.975289982,0.997767145,0.478304845,0.84302704,0.0,0.0,0.091352619,1.0,1.0,0.357884116
36,37,39,Kenwood,18363,17841,19116,10097,1.877191245,17972.0,1320.0,2254.0,4294.0,3268.0,3483.0,1941.0,944.0,468.0,39.00716846,3759.0,404.0,11864.0,1081.0,864.0,17796.0,14813.0,9387.0,8514.0,860.0,5426.0,8205.0,1203.0,7002.0,3611.0,339.0,2378.0,532.0,142.0,216050.0,3135.0,5041.0,1264.0,394.0,13335.0,698.0,2032.0,2086.0,678.0,3439.0,4402.0,2957.0,1835.0,1182.0,974.0,1332.0,1554.0,52336.4486,48781.32701,9834.0,3450.0,6384.0,1145.0,10979.0,1076.0,692.0,120.0,568.0,1656.0,514.0,6323.0,30.0,4.512644889,1001.0,3404.0,3243.0,3331.0,1963.770821,4559.0,3160.0,1922.0,728.0,610.0,889.0,951.0,825.0,649.0,272848.6647,6321.0,1290.0,1585.0,1806.0,1567.0,73.0,1074.194387,8880.0,1033.0,954.0,8395.0,7835.0,1439.0,7193,Health Care,Education,Administration,Accommodation and Food Service,Professional,1339,1255,631,556,517,1086,Retail Trade,Health Care,Other Service,Accommodation and Food Service,Education,231,223,148,127,122,The Loop,Outside of Chicago,Hyde Park,Near North Side,Near West Side,1816,1808,852,632,461,Outside of Chicago,Kenwood,South Shore,Hyde Park,Auburn Gresham,299,68,57,43,35,,,,8361.182119,,,,,,,,,,0.0,0.0,1.0,0.0,0.181733228,0.818266772,7.314873588,666.52006,134.348539,0.201567135,128.9691522,0.19349628,0.459894808,0.000689994,26.04208248,0.039071716,52.89371579,0.079358025,0.607836344,0.000911955,180.6462752,0.271029015,0.0,0.0,123.1784857,0.18480837,19.37407847,0.02906751,5523.0,2549.0,943.0,819.0,3596.0,750.0,6238.0,2149.0,121.0,337.0,1691.0,2181.0,139.0,565.0,1477.0,1170.0,271.0,404.0,495.0,3860.0,2559.0,981.0,320.0,16255.0,1717.0,16652.0,2186.0,506.0,14466.0,537.0,124.0,512.0,24.0,56.0,56.0,164.0,498.0,215.0,2915,301,13900,785,462,,,,,,,,,,,,,,,,,,,,,,,,,0.8173258,0.833059211,0.638845144,0.783521956,1.0,0.0,0.042385376,1.0,1.0,0.542595978
37,38,6,Lake View,94817,94368,103050,57721,1.780028066,101428.0,5724.0,7010.0,48318.0,19867.0,11941.0,5225.0,2112.0,1231.0,31.50931929,77260.0,9102.0,4304.0,7146.0,3616.0,101051.0,89793.0,75208.0,72567.0,2607.0,14585.0,71574.0,9572.0,62002.0,19276.0,2509.0,34435.0,4652.0,1130.0,2168830.0,19803.0,25504.0,6957.0,1226.0,76108.0,1391.0,3224.0,6464.0,2151.0,36796.0,26082.0,5695.0,7418.0,8860.0,7042.0,9325.0,15150.0,91941.20988,74366.38873,53490.0,20010.0,33480.0,4581.0,58071.0,4099.0,1745.0,3185.0,8418.0,8818.0,3459.0,28319.0,28.0,4.370890269,6333.0,14933.0,15770.0,21035.0,1960.398542,26283.0,18283.0,9032.0,2929.0,1544.0,930.0,5149.0,5737.0,6939.0,411935.7169,33059.0,1461.0,2881.0,10791.0,14597.0,3329.0,1570.31014,52143.0,1268.0,1347.0,51021.0,49399.0,2469.0,56641,Professional,Finance,Health Care,Education,Accommodation and Food Service,11822,6576,5834,4577,4339,25464,Health Care,Accommodation and Food Service,Retail Trade,Professional,Other Service,6652,5463,3611,1956,1866,The Loop,Outside of Chicago,Near North Side,Near West Side,Lake View,17866,13345,8658,5023,2429,Outside of Chicago,Lake View,Uptown,Edgewater,Lincoln Square,8969,2429,952,745,662,,,,7319.603012,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,2.563381206,1994.179404,226.1093612,0.113384664,628.9927392,0.315414319,93.42356306,0.046848124,121.2301237,0.060791985,96.02415805,0.048152216,14.77684028,0.007409985,621.4602374,0.311637076,0.0,0.0,177.6506544,0.08908459,14.51172633,0.007277042,25630.0,18079.0,5255.0,4526.0,16313.0,1012.0,37177.0,4064.0,126.0,468.0,3470.0,8332.0,307.0,1343.0,6682.0,8812.0,887.0,4073.0,3852.0,31308.0,19169.0,9560.0,2579.0,89194.0,12234.0,95704.0,14720.0,2673.0,80984.0,5635.0,1763.0,1322.0,482.0,187.0,382.0,788.0,3343.0,818.0,75363,8268,4193,5143,1850,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.854430546,0.906047974,0.377893297,0.0,0.026608373,1.0,1.0,0.714896471
38,39,7,Lincoln Park,64320,64116,70492,35570,1.903120607,69568.0,3329.0,9328.0,29869.0,11292.0,9326.0,4059.0,1731.0,634.0,30.5704314,55637.0,4349.0,2636.0,5084.0,1862.0,65828.0,60147.0,45825.0,44394.0,1431.0,14322.0,43722.0,5313.0,38409.0,13255.0,1872.0,17886.0,4004.0,1392.0,1189940.0,9903.0,15489.0,5679.0,949.0,48540.0,952.0,2047.0,3281.0,856.0,22468.0,18936.0,3888.0,2849.0,3340.0,3862.0,5471.0,12610.0,117048.0738,90189.4832,32020.0,14515.0,17505.0,3053.0,35073.0,3918.0,3422.0,1491.0,5067.0,4311.0,2394.0,14373.0,97.0,4.68339984,4053.0,12407.0,5378.0,13235.0,1966.528539,13562.0,10719.0,6127.0,3014.0,1651.0,337.0,1619.0,3109.0,7064.0,578379.862,17239.0,886.0,1388.0,4039.0,7624.0,3302.0,1746.473605,30711.0,812.0,1309.0,30449.0,29499.0,1571.0,33843,Professional,Finance,Health Care,Education,Accommodation and Food Service,7629,4277,3300,2562,2301,23505,Retail Trade,Accommodation and Food Service,Health Care,Transportation,Other Service,5189,4417,2992,2150,2139,The Loop,Outside of Chicago,Near North Side,Near West Side,Lincoln Park,11089,8428,5285,3090,1203,Outside of Chicago,Lake View,Lincoln Park,West Town,Uptown,8965,1310,1203,775,759,,,,8076.595753,,,,,,,,,,0.0,0.0,1.0,0.0,0.001937146,0.998062854,3.933682487,2024.46434,316.8030406,0.156487341,366.2687834,0.180921331,65.33751225,0.032273975,250.9564733,0.123961913,104.7409704,0.051737622,38.89093047,0.019210479,541.0729154,0.2672672,0.0,0.0,310.5716001,0.153409272,29.82211401,0.014730867,13368.0,11312.0,3388.0,3952.0,12167.0,690.0,19853.0,2677.0,78.0,293.0,2306.0,3398.0,158.0,424.0,2816.0,3298.0,641.0,1201.0,1456.0,21835.0,13062.0,6089.0,2684.0,60432.0,9136.0,66239.0,10341.0,1947.0,55898.0,3067.0,1290.0,1276.0,153.0,262.0,191.0,609.0,3149.0,344.0,54341,3254,3323,2325,1077,,,,,,,,,,,,,,,,,,,,,,,,,0.999331703,0.994723449,0.870622167,0.859884723,0.551002761,0.0,0.04095344,1.0,1.0,0.664997027
39,40,4,Lincoln Square,44574,39493,40494,19143,2.087917254,41350.0,3134.0,4412.0,13009.0,10384.0,6708.0,2167.0,856.0,680.0,35.12663571,26590.0,7373.0,1234.0,3771.0,2382.0,40781.0,34612.0,27371.0,25881.0,1468.0,7241.0,25367.0,3134.0,22233.0,10715.0,1324.0,8273.0,1582.0,339.0,809315.0,4149.0,9530.0,4118.0,684.0,31582.0,2026.0,3600.0,3934.0,1185.0,12710.0,8127.0,2031.0,3783.0,2841.0,2481.0,3690.0,3655.0,80899.83877,49797.24946,18481.0,7106.0,11375.0,1325.0,19806.0,3065.0,400.0,2488.0,4337.0,3745.0,2391.0,3373.0,7.0,5.180976626,1615.0,2384.0,5347.0,10460.0,1937.337476,6254.0,7348.0,4156.0,1339.0,709.0,479.0,1734.0,2361.0,2356.0,383914.2091,11171.0,49.0,1856.0,5321.0,3643.0,302.0,1337.445501,17756.0,727.0,725.0,17387.0,16769.0,1094.0,20264,Professional,Health Care,Education,Accommodation and Food Service,Finance,2839,2763,1992,1915,1733,9541,Health Care,Accommodation and Food Service,Retail Trade,Manufacturing,Professional,4197,1126,941,615,580,Outside of Chicago,The Loop,Near North Side,Near West Side,Lincoln Square,6249,4610,2259,1445,862,Outside of Chicago,Lincoln Square,West Ridge,Albany Park,Irving Park,3609,862,463,339,285,,,,9594.689266,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.928992393,1638.024062,227.1362161,0.138664762,348.0489783,0.212480992,35.21669416,0.021499497,58.39442868,0.035649311,382.8808743,0.233745574,40.43524483,0.024685379,456.6136343,0.278758807,0.0,0.0,82.66726841,0.050467676,6.630723456,0.004048001,6864.0,6191.0,2948.0,2478.0,8929.0,718.0,9552.0,1230.0,0.0,34.0,1196.0,4227.0,146.0,643.0,3438.0,2786.0,499.0,1449.0,838.0,9750.0,6395.0,2662.0,693.0,32642.0,8708.0,38216.0,11680.0,4658.0,26536.0,4932.0,942.0,186.0,1091.0,510.0,226.0,1450.0,1745.0,598.0,23716,11831,1342,5921,1764,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.697295928,0.868941231,0.0,0.0,0.052831944,1.0,1.0,0.564237001
