Docket Number,Violation Date,Violation Address,City,State,Issuing Department Code,Imposed Fine Detailed
20DS76173L,2020-01-24,2256 N LAMON AVE,Chicago,IL,STRTSAN,$500.00
20DS76212L,2020-01-24,2341 W FOSTER AVE,Chicago,IL,STRTSAN,$150.00
20DS76255L,2020-01-24,2321 W FOSTER AVE,Chicago,IL,STRTSAN,$50.00
20DS76337L,2020-01-24,2343 W FOSTER AVE,Chicago,IL,STRTSAN,$150.00
20DT000436,2020-01-24,5701 W FULLERTON ,Chicago,IL,TRANPORT,$0.00
20DT000436,2020-01-24,5701 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
20DT000436,2020-01-24,5701 W FULLERTON ,Chicago,IL,TRANPORT,$500.00
20DT000437,2020-01-24,5713 W FULLERTON ,Chicago,IL,TRANPORT,$0.00
20DT000437,2020-01-24,5713 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
20DT000438,2020-01-24,6420 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
20DT000439,2020-01-24,6460 W FULLERTON ,Chicago,IL,TRANPORT,$0.00
20DT000439,2020-01-24,6460 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
20DT000440,2020-01-24,6400 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
20DT000460,2020-01-24,5600 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
20DT000461,2020-01-24,2555 N NORMANDY ,Chicago,IL,TRANPORT,$0.00
20DT000461,2020-01-24,2555 N NORMANDY ,Chicago,IL,TRANPORT,$150.00
20DT000461,2020-01-24,2555 N NORMANDY ,Chicago,IL,TRANPORT,$500.00
20DT000491,2020-01-24,6314 N SACRAMENTO ,Chicago,IL,TRANPORT,$0.00
20DT000491,2020-01-24,6314 N SACRAMENTO ,Chicago,IL,TRANPORT,$150.00
20DT000491,2020-01-24,6314 N SACRAMENTO ,Chicago,IL,TRANPORT,$500.00
20DT000501,2020-01-24,2729 W ARMITAGE ,Chicago,IL,TRANPORT,$0.00
20DT000502,2020-01-24,1850 W GRAND ,Chicago,IL,TRANPORT,$0.00
20DT000502,2020-01-24,1850 W GRAND ,Chicago,IL,TRANPORT,$500.00
20DT000512,2020-01-24,2725 S ARCHER ,Chicago,IL,TRANPORT,$500.00
20DT000513,2020-01-24,4930 S CHAMPLAIN ,Chicago,IL,TRANPORT,$150.00
20DT000518,2020-01-24,4917 S CHAMPLAIN ,Chicago,IL,TRANPORT,$0.00
20DT000518,2020-01-24,4917 S CHAMPLAIN ,Chicago,IL,TRANPORT,$110.00
20DT000527,2020-01-24,8300 S ELIZABETH ST,Chicago,IL,TRANPORT,$500.00
20DT000530,2020-01-24,424 W 119TH ST,Chicago,IL,TRANPORT,$0.00
20DT000530,2020-01-24,424 W 119TH ST,Chicago,IL,TRANPORT,$150.00
20DT000530,2020-01-24,424 W 119TH ST,Chicago,IL,TRANPORT,$500.00
20DT000531,2020-01-24,424 W 119TH ST,Chicago,IL,TRANPORT,$0.00
20DT000531,2020-01-24,424 W 119TH ST,Chicago,IL,TRANPORT,$150.00
20DT000531,2020-01-24,424 W 119TH ST,Chicago,IL,TRANPORT,$500.00
20DT000582,2020-01-24,1907 W OHIO ST,Chicago,IL,TRANPORT,$0.00
20DT000582,2020-01-24,1907 W OHIO ST,Chicago,IL,TRANPORT,$150.00
20DT000582,2020-01-24,1907 W OHIO ST,Chicago,IL,TRANPORT,$350.00
20DT000582,2020-01-24,1907 W OHIO ST,Chicago,IL,TRANPORT,$500.00
20DT000587,2020-01-24,2500 S DRAKE ,Chicago,IL,TRANPORT,$0.00
20DT000587,2020-01-24,2500 S DRAKE ,Chicago,IL,TRANPORT,$150.00
20DT000587,2020-01-24,2500 S DRAKE ,Chicago,IL,TRANPORT,$500.00
20DT000588,2020-01-24,3479 S ARCHER ,Chicago,IL,TRANPORT,$0.00
20DT000588,2020-01-24,3479 S ARCHER ,Chicago,IL,TRANPORT,$150.00
20DT000589,2020-01-24,2401 W ROOSEVELT RD,Chicago,IL,TRANPORT,$150.00
20DT000654,2020-01-24,1841 S HAMLIN ,Chicago,IL,TRANPORT,$0.00
20DT000654,2020-01-24,1841 S HAMLIN ,Chicago,IL,TRANPORT,$150.00
20DT000654,2020-01-24,1841 S HAMLIN ,Chicago,IL,TRANPORT,$500.00
20DT001113,2020-01-24,648 W WEBSTER ,Chicago,IL,TRANPORT,$0.00
20DT001113,2020-01-24,648 W WEBSTER ,Chicago,IL,TRANPORT,$500.00
20DT001119,2020-01-24,220 E 21ST ST,Chicago,IL,TRANPORT,$0.00
20DT001119,2020-01-24,220 E 21ST ST,Chicago,IL,TRANPORT,$150.00
20DS76208L,2020-01-26,831 E OAKWOOD BLVD,Chicago,IL,STRTSAN,$0.00
20DS76208L,2020-01-26,831 E OAKWOOD BLVD,Chicago,IL,STRTSAN,$150.00
20DT000839,2020-01-27,5749 S HARLEM ,Chicago,IL,TRANPORT,$0.00
20DT000839,2020-01-27,5749 S HARLEM ,Chicago,IL,TRANPORT,$110.00
20DT000840,2020-01-27,7148 W 58TH ST,Chicago,IL,TRANPORT,$0.00
20DT000840,2020-01-27,7148 W 58TH ST,Chicago,IL,TRANPORT,$110.00
20DT000843,2020-01-27,5747 S HARLEM ,Chicago,IL,TRANPORT,$0.00
20DT000843,2020-01-27,5747 S HARLEM ,Chicago,IL,TRANPORT,$110.00
20DT000844,2020-01-27,5737 S HARLEM ,Chicago,IL,TRANPORT,$0.00
20DT000844,2020-01-27,5737 S HARLEM ,Chicago,IL,TRANPORT,$110.00
20DS77140L,2020-01-31,6349 S WESTERN AVE,Chicago,IL,STRTSAN,$0.00
20DS77140L,2020-01-31,6349 S WESTERN AVE,Chicago,IL,STRTSAN,$500.00
20DS77140L,2020-01-31,6349 S WESTERN AVE,Chicago,IL,STRTSAN,$600.00
20DS77140L,2020-01-31,6349 S WESTERN AVE,Chicago,IL,STRTSAN,"$1,200.00"
20CP007989,2020-02-06,6148 S MOODY ,Chicago,IL,POLICE,$0.00
20CP008001,2020-02-06,5112 S NASHVILLE ,Chicago,IL,POLICE,$500.00
20CP008002,2020-02-06,5311 S MELVINA ,Chicago,IL,POLICE,$500.00
20DT000951,2020-02-06,372 W CHICAGO ,Chicago,IL,TRANPORT,$150.00
20DT000951,2020-02-06,372 W CHICAGO ,Chicago,IL,TRANPORT,$350.00
20DS77340L,2020-02-07,2668 N LINCOLN AVE,Chicago,IL,STRTSAN,$0.00
20DS77340L,2020-02-07,2668 N LINCOLN AVE,Chicago,IL,STRTSAN,$150.00
20DS77386L,2020-02-07,5000 S WOLCOTT AVE,Chicago,IL,STRTSAN,$0.00
20DS77386L,2020-02-07,5000 S WOLCOTT AVE,Chicago,IL,STRTSAN,$150.00
20DT000689,2020-02-07,519 S CLINTON ,Chicago,IL,TRANPORT,$0.00
20DT000689,2020-02-07,519 S CLINTON ,Chicago,IL,TRANPORT,$150.00
20DT000689,2020-02-07,519 S CLINTON ,Chicago,IL,TRANPORT,$500.00
20DT000695,2020-02-07,1343 W CULLERTON ,Chicago,IL,TRANPORT,$0.00
20DT000695,2020-02-07,1343 W CULLERTON ,Chicago,IL,TRANPORT,$150.00
20DT000779,2020-02-07,5717 W MONTROSE ,Chicago,IL,TRANPORT,$0.00
20DT000779,2020-02-07,5717 W MONTROSE ,Chicago,IL,TRANPORT,$500.00
20DT000799,2020-02-07,10231 S BEVERLY ,Chicago,IL,TRANPORT,$150.00
20DT000855,2020-02-07,8301 S ELIZABETH ST,Chicago,IL,TRANPORT,$0.00
20DT000855,2020-02-07,8301 S ELIZABETH ST,Chicago,IL,TRANPORT,$100.00
20DT000856,2020-02-07,8801 S ASHLAND ,Chicago,IL,TRANPORT,$150.00
20DT000857,2020-02-07,9219 S BALTIMORE ,Chicago,IL,TRANPORT,$0.00
20DT000857,2020-02-07,9219 S BALTIMORE ,Chicago,IL,TRANPORT,$500.00
20DT000858,2020-02-07,9225 S BALTIMORE ,Chicago,IL,TRANPORT,$0.00
20DT000858,2020-02-07,9225 S BALTIMORE ,Chicago,IL,TRANPORT,$500.00
21DT000889,2020-02-08,1137 W TAYLOR ST,Chicago,IL,TRANPORT,$110.00
20CP008450,2020-02-09,5311 S MELVINA ,Chicago,IL,POLICE,$0.00
20CP008508,2020-02-10,7419 S HARVARD ,Chicago,IL,POLICE,$0.00
20CP008508,2020-02-10,7419 S HARVARD ,Chicago,IL,POLICE,$150.00
20DT000694,2020-02-10,1447 W 17TH ST,Chicago,IL,TRANPORT,$0.00
20DT000694,2020-02-10,1447 W 17TH ST,Chicago,IL,TRANPORT,$150.00
20DT000786,2020-02-10,6601 S GREEN ST,Chicago,IL,TRANPORT,$150.00
20DT000793,2020-02-10,10320 S CHURCH ,Chicago,IL,TRANPORT,$0.00
20DT000793,2020-02-10,10320 S CHURCH ,Chicago,IL,TRANPORT,$150.00
20DT000793,2020-02-10,10320 S CHURCH ,Chicago,IL,TRANPORT,$500.00
20DT000836,2020-02-10,6600 S TROY ST,Chicago,IL,TRANPORT,$150.00
20DT001118,2020-02-10,220 E 21ST ST,Chicago,IL,TRANPORT,$0.00
20DT001118,2020-02-10,220 E 21ST ST,Chicago,IL,TRANPORT,$150.00
20DT000693,2020-02-11,947 W VAN BUREN ,Chicago,IL,TRANPORT,$0.00
20DT000693,2020-02-11,947 W VAN BUREN ,Chicago,IL,TRANPORT,$150.00
20DT000693,2020-02-11,947 W VAN BUREN ,Chicago,IL,TRANPORT,$500.00
20DT000696,2020-02-11,1073 W MAXWELL ST,Chicago,IL,TRANPORT,$0.00
20DT000696,2020-02-11,1073 W MAXWELL ST,Chicago,IL,TRANPORT,$150.00
20CP00166A,2020-02-13,5959 W GRAND AVE,Chicago,IL,POLICE,$0.00
20CP00166A,2020-02-13,5959 W GRAND AVE,Chicago,IL,POLICE,$150.00
20CP00167A,2020-02-13,5940 W FULLERTON AVE,Chicago,IL,POLICE,$0.00
20DS77693L,2020-02-14,6612 S LOOMIS BLVD,Chicago,IL,STRTSAN,$0.00
20DS77695L,2020-02-14,2557 W 45TH ST,Chicago,IL,STRTSAN,$0.00
20DT000874,2020-02-14,4601 S ROCKWELL ST,Chicago,IL,TRANPORT,$0.00
20DT000874,2020-02-14,4601 S ROCKWELL ST,Chicago,IL,TRANPORT,$500.00
20DT000880,2020-02-14,5206 N WESTERN ,Chicago,IL,TRANPORT,$0.00
20DT000880,2020-02-14,5206 N WESTERN ,Chicago,IL,TRANPORT,$100.00
20DT000880,2020-02-14,5206 N WESTERN ,Chicago,IL,TRANPORT,$500.00
20DT000881,2020-02-14,5150 N WESTERN ,Chicago,IL,TRANPORT,$150.00
20DT000885,2020-02-14,3905 W 26TH ST,Chicago,IL,TRANPORT,$150.00
20DT000886,2020-02-14,3835 W 26TH ST,Chicago,IL,TRANPORT,$0.00
20DT000886,2020-02-14,3835 W 26TH ST,Chicago,IL,TRANPORT,$190.00
20DT000886,2020-02-14,3835 W 26TH ST,Chicago,IL,TRANPORT,$500.00
20DT000917,2020-02-14,3100 S INDIANA ,Chicago,IL,TRANPORT,$0.00
20DT000917,2020-02-14,3100 S INDIANA ,Chicago,IL,TRANPORT,$150.00
20DT000917,2020-02-14,3100 S INDIANA ,Chicago,IL,TRANPORT,$500.00
20DT000920,2020-02-14,828 N ORLEANS ST,Chicago,IL,TRANPORT,$0.00
20DT000920,2020-02-14,828 N ORLEANS ST,Chicago,IL,TRANPORT,$150.00
20DT000920,2020-02-14,828 N ORLEANS ST,Chicago,IL,TRANPORT,$500.00
20DT000923,2020-02-14,2101 S STATE ST,Chicago,IL,TRANPORT,$0.00
20DT000923,2020-02-14,2101 S STATE ST,Chicago,IL,TRANPORT,$150.00
20DT001010,2020-02-14,5201 E PARKER ,Chicago,IL,TRANPORT,$150.00
20DT001011,2020-02-14,4150 W WRIGHTWOOD ,Chicago,IL,TRANPORT,$0.00
20DT001011,2020-02-14,4150 W WRIGHTWOOD ,Chicago,IL,TRANPORT,$500.00
20DT001013,2020-02-14,4745 W ARMITAGE ,Chicago,IL,TRANPORT,$0.00
20DT001013,2020-02-14,4745 W ARMITAGE ,Chicago,IL,TRANPORT,$500.00
20DT001035,2020-02-14,223 W 25TH PL,Chicago,IL,TRANPORT,$0.00
20DT001035,2020-02-14,223 W 25TH PL,Chicago,IL,TRANPORT,$150.00
20DT001036,2020-02-14,217 W 25TH PL,Chicago,IL,TRANPORT,$0.00
20DT001037,2020-02-14,813 W CERMAK RD,Chicago,IL,TRANPORT,$0.00
20DT001037,2020-02-14,813 W CERMAK RD,Chicago,IL,TRANPORT,$100.00
20DT001039,2020-02-14,2401 S LEAVITT ,Chicago,IL,TRANPORT,$0.00
20DT001039,2020-02-14,2401 S LEAVITT ,Chicago,IL,TRANPORT,$110.00
20DT001040,2020-02-14,519 S CLINTON ,Chicago,IL,TRANPORT,$0.00
20DT001040,2020-02-14,519 S CLINTON ,Chicago,IL,TRANPORT,$500.00
20DT001041,2020-02-14,817 W CERMAK RD,Chicago,IL,TRANPORT,$0.00
20DT001041,2020-02-14,817 W CERMAK RD,Chicago,IL,TRANPORT,$500.00
20DT001046,2020-02-14,998 W SUNNYSIDE ,Chicago,IL,TRANPORT,$0.00
20DT001046,2020-02-14,998 W SUNNYSIDE ,Chicago,IL,TRANPORT,$150.00
20DT001078,2020-02-14,1931 W 87TH ST,Chicago,IL,TRANPORT,$0.00
20DT001078,2020-02-14,1931 W 87TH ST,Chicago,IL,TRANPORT,$500.00
20DT001079,2020-02-14,1933 W 87TH ST,Chicago,IL,TRANPORT,$0.00
20DT001079,2020-02-14,1933 W 87TH ST,Chicago,IL,TRANPORT,$500.00
20DT001080,2020-02-14,1927 W 87TH ST,Chicago,IL,TRANPORT,$0.00
20DT001080,2020-02-14,1927 W 87TH ST,Chicago,IL,TRANPORT,$500.00
20DT001082,2020-02-14,1921 W 87TH ST,Chicago,IL,TRANPORT,$0.00
20DT001082,2020-02-14,1921 W 87TH ST,Chicago,IL,TRANPORT,$500.00
20DT001102,2020-02-14,2500 W 35TH ST,Chicago,IL,TRANPORT,$0.00
20DT001102,2020-02-14,2500 W 35TH ST,Chicago,IL,TRANPORT,$500.00
20DT001104,2020-02-14,2361 S WHIPPLE ,Chicago,IL,TRANPORT,$0.00
20DT001105,2020-02-14,2013 S LOOMIS ,Chicago,IL,TRANPORT,$0.00
20DT001252,2020-02-14,1929 W 87TH ST,Chicago,IL,TRANPORT,$0.00
20DT001252,2020-02-14,1929 W 87TH ST,Chicago,IL,TRANPORT,$500.00
20DT001491,2020-02-14,6421 W ARCHER ,Chicago,IL,TRANPORT,$0.00
20DT001491,2020-02-14,6421 W ARCHER ,Chicago,IL,TRANPORT,$500.00
20DT001518,2020-02-14,6815 W ARCHERS ,Chicago,IL,TRANPORT,$0.00
20DT001519,2020-02-14,5501 S NEW CASTLE ,Chicago,IL,TRANPORT,$0.00
20DT001520,2020-02-14,5500 S OAK PARK ,Chicago,IL,TRANPORT,$0.00
20DT001520,2020-02-14,5500 S OAK PARK ,Chicago,IL,TRANPORT,$110.00
20DT001521,2020-02-14,6190 S ARCHER ,Chicago,IL,TRANPORT,$0.00
20DT001521,2020-02-14,6190 S ARCHER ,Chicago,IL,TRANPORT,$500.00
20DT001522,2020-02-14,5381 S MEADE ,Chicago,IL,TRANPORT,$0.00
20DT001522,2020-02-14,5381 S MEADE ,Chicago,IL,TRANPORT,$500.00
20DT001523,2020-02-14,6559 W ARCHER ,Chicago,IL,TRANPORT,$0.00
20DT001523,2020-02-14,6559 W ARCHER ,Chicago,IL,TRANPORT,$110.00
20DT001524,2020-02-14,5501 S NASHVILLE ,Chicago,IL,TRANPORT,$0.00
20DT001524,2020-02-14,5501 S NASHVILLE ,Chicago,IL,TRANPORT,$110.00
20DT001525,2020-02-14,5892 S ARCHER ,Chicago,IL,TRANPORT,$0.00
20DT001526,2020-02-14,5348 S CENTRAL ,Chicago,IL,TRANPORT,$0.00
20DT001631,2020-02-14,2000 W MADISON ST,Chicago,IL,TRANPORT,$0.00
20DT001651,2020-02-14,1901 W WASHINGTON ,Chicago,IL,TRANPORT,$0.00
20DT001651,2020-02-14,1901 W WASHINGTON ,Chicago,IL,TRANPORT,$80.00
20DT001652,2020-02-14,2036 W MADISON ST,Chicago,IL,TRANPORT,$0.00
20DT001652,2020-02-14,2036 W MADISON ST,Chicago,IL,TRANPORT,$150.00
20DT001652,2020-02-14,2036 W MADISON ST,Chicago,IL,TRANPORT,$500.00
20DT001654,2020-02-14,2 N DAMEN ,Chicago,IL,TRANPORT,$0.00
20DT001655,2020-02-14,1700 W MADISON ST,Chicago,IL,TRANPORT,$0.00
20DT001655,2020-02-14,1700 W MADISON ST,Chicago,IL,TRANPORT,$500.00
20DT001656,2020-02-14,1009 N ORLEANS ST,Chicago,IL,TRANPORT,$0.00
20DT001656,2020-02-14,1009 N ORLEANS ST,Chicago,IL,TRANPORT,$500.00
20DT001657,2020-02-14,70 E GARFIELD ,Chicago,IL,TRANPORT,$0.00
20DT001657,2020-02-14,70 E GARFIELD ,Chicago,IL,TRANPORT,$500.00
20DT001658,2020-02-14,48 E GARFIELD ,Chicago,IL,TRANPORT,$0.00
20DT001658,2020-02-14,48 E GARFIELD ,Chicago,IL,TRANPORT,$500.00
20DS77811L,2020-02-15,2612 W BARRY AVE,Chicago,IL,STRTSAN,$0.00
20DS77811L,2020-02-15,2612 W BARRY AVE,Chicago,IL,STRTSAN,$150.00
20DT000918,2020-02-15,1400 N ORLEANS ST,Chicago,IL,TRANPORT,$0.00
20DT000918,2020-02-15,1400 N ORLEANS ST,Chicago,IL,TRANPORT,$150.00
20DT000919,2020-02-15,301 S LEAVITT ST,Chicago,IL,TRANPORT,$0.00
20DT000919,2020-02-15,301 S LEAVITT ST,Chicago,IL,TRANPORT,$150.00
20DT000919,2020-02-15,301 S LEAVITT ST,Chicago,IL,TRANPORT,$500.00
20DS77767L,2020-02-16,5600 S WASHTENAW AVE,Chicago,IL,STRTSAN,$150.00
20DT001659,2020-02-20,2101 S STATE ST,Chicago,IL,TRANPORT,$0.00
20DT001659,2020-02-20,2101 S STATE ST,Chicago,IL,TRANPORT,$80.00
20CP012141,2020-02-27,6704 S WOOD ST,Chicago,IL,POLICE,$0.00
20DS78494L,2020-02-27,5841 S OAKLEY AVE,Chicago,IL,STRTSAN,$0.00
20DS78494L,2020-02-27,5841 S OAKLEY AVE,Chicago,IL,STRTSAN,$500.00
20DS78494L,2020-02-27,5841 S OAKLEY AVE,Chicago,IL,STRTSAN,$600.00
20DS78578L,2020-02-27,4800 S HONORE ST,Chicago,IL,STRTSAN,$150.00
20DT001183,2020-02-27,3932 N MOZART ST,Chicago,IL,TRANPORT,$150.00
20DT001286,2020-02-27,2500 S DRAKE ,Chicago,IL,TRANPORT,$0.00
20DT001286,2020-02-27,2500 S DRAKE ,Chicago,IL,TRANPORT,$500.00
20DT001895,2020-02-27,706 S FINANCIAL PL,Chicago,IL,TRANPORT,$0.00
20DT001895,2020-02-27,706 S FINANCIAL PL,Chicago,IL,TRANPORT,$500.00
20CP012097,2020-02-28,6111 W DICKENS ,Chicago,IL,POLICE,$0.00
20CP012098,2020-02-28,6117 W DICKENS ,Chicago,IL,POLICE,$0.00
20CP012099,2020-02-28,6159 W DICKENS ,Chicago,IL,POLICE,$0.00
20DS78645L,2020-02-28,3037 W POPE JOHN PAUL II DR,Chicago,IL,STRTSAN,$150.00
20DS78649L,2020-02-28,3041 W POPE JOHN PAUL II DR,Chicago,IL,STRTSAN,$150.00
20DS78654L,2020-02-28,5013 S WINCHESTER AVE,Chicago,IL,STRTSAN,$0.00
20DS78676L,2020-02-28,5004 S WINCHESTER AVE,Chicago,IL,STRTSAN,$0.00
20DT001237,2020-02-28,801 W 111TH ST,Chicago,IL,TRANPORT,$0.00
20DT001237,2020-02-28,801 W 111TH ST,Chicago,IL,TRANPORT,$110.00
20DT001336,2020-02-28,4601 W ARMITAGE ,Chicago,IL,TRANPORT,$0.00
20DT001336,2020-02-28,4601 W ARMITAGE ,Chicago,IL,TRANPORT,$100.00
20DT001336,2020-02-28,4601 W ARMITAGE ,Chicago,IL,TRANPORT,$500.00
20DT001445,2020-02-28,3600 S WOOD ,Chicago,IL,TRANPORT,$0.00
20DT001445,2020-02-28,3600 S WOOD ,Chicago,IL,TRANPORT,$500.00
20DT001446,2020-02-28,217 W 25TH PL,Chicago,IL,TRANPORT,$0.00
20DT001446,2020-02-28,217 W 25TH PL,Chicago,IL,TRANPORT,$80.00
20DT001449,2020-02-28,255 W 25TH PL,Chicago,IL,TRANPORT,$0.00
20DT001449,2020-02-28,255 W 25TH PL,Chicago,IL,TRANPORT,$500.00
20DT003874,2020-08-25,3244 W WABANSIA ,Chicago,IL,TRANPORT,$0.00
20DT003874,2020-08-25,3244 W WABANSIA ,Chicago,IL,TRANPORT,$100.00
20DT004074,2020-09-15,3956 W GRAND ,Chicago,IL,TRANPORT,$0.00
20DT004074,2020-09-15,3956 W GRAND ,Chicago,IL,TRANPORT,$150.00
20DT004074,2020-09-15,3956 W GRAND ,Chicago,IL,TRANPORT,$225.00
20DT004074,2020-09-15,3956 W GRAND ,Chicago,IL,TRANPORT,$350.00
21DS18451M,2021-01-02,6945 S CARPENTER ST,Chicago,IL,STRTSAN,$0.00
21DS18451M,2021-01-02,6945 S CARPENTER ST,Chicago,IL,STRTSAN,$600.00
21DS19106M,2021-01-04,801 S LAFLIN ST,Chicago,IL,STRTSAN,$150.00
21DT000835,2021-01-06,4447 W GRAND ,Chicago,IL,TRANPORT,$0.00
21DT000171,2021-01-07,3531 W CORTLAND ,Chicago,IL,TRANPORT,$150.00
21CP001043,2021-01-17,6001 S KEDZIE ,Chicago,IL,POLICE,$0.00
21DT000625,2021-01-17,1016 N WOLCOTT ,Chicago,IL,TRANPORT,$150.00
21DT000383,2021-01-20,260 N HOYNE ,Chicago,IL,TRANPORT,$110.00
21DS19964M,2021-01-21,6101 W DIVERSEY AVE,Chicago,IL,STRTSAN,$500.00
21DS19965M,2021-01-21,6107 W DIVERSEY AVE,Chicago,IL,STRTSAN,$150.00
21DT000381,2021-01-21,77 E ELM ST,Chicago,IL,TRANPORT,$150.00
21DT000384,2021-01-21,2206 N KENMORE ,Chicago,IL,TRANPORT,$0.00
21DT000384,2021-01-21,2206 N KENMORE ,Chicago,IL,TRANPORT,$150.00
21DT000385,2021-01-21,2200 N KENMORE ,Chicago,IL,TRANPORT,$50.00
21DT000385,2021-01-21,2200 N KENMORE ,Chicago,IL,TRANPORT,$150.00
21DT001005,2021-01-21,4516 W DIVERSEY ,Chicago,IL,TRANPORT,$150.00
21DT000345,2021-01-22,3227 S CARPENTER ST,Chicago,IL,TRANPORT,$150.00
21DT000378,2021-01-22,921 W FULTON MARKET ,Chicago,IL,TRANPORT,$50.00
21DT000440,2021-01-22,1351 W ROSCOE ST,Chicago,IL,TRANPORT,$500.00
21DT000379,2021-01-25,2525 N GREENVIEW ,Chicago,IL,TRANPORT,$0.00
21DT000379,2021-01-25,2525 N GREENVIEW ,Chicago,IL,TRANPORT,$150.00
21DT000380,2021-01-25,1445 W LILL ,Chicago,IL,TRANPORT,$0.00
21DT000380,2021-01-25,1445 W LILL ,Chicago,IL,TRANPORT,$150.00
21DS19793M,2021-01-26,7030 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
21DT000473,2021-01-26,627 W RANDOLPH ST,Chicago,IL,TRANPORT,$500.00
21DT000474,2021-01-26,21 W RANDOLPH ST,Chicago,IL,TRANPORT,$150.00
21DT000479,2021-01-26,410 S WABASH ,Chicago,IL,TRANPORT,$500.00
21DS19144M,2021-01-27,7056 S PARNELL AVE,Chicago,IL,STRTSAN,$0.00
21DS19144M,2021-01-27,7056 S PARNELL AVE,Chicago,IL,STRTSAN,$500.00
21DS19144M,2021-01-27,7056 S PARNELL AVE,Chicago,IL,STRTSAN,$600.00
21DS20180M,2021-01-27,5153 W DIVERSEY AVE,Chicago,IL,STRTSAN,$50.00
21DT000231,2021-01-27,6560 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
21DT000231,2021-01-27,6560 W FULLERTON ,Chicago,IL,TRANPORT,$500.00
21DT000333,2021-01-27,62 E CERMAK RD,Chicago,IL,TRANPORT,$500.00
21DT000334,2021-01-27,515 E PERSHING RD,Chicago,IL,TRANPORT,$100.00
21DT000334,2021-01-27,515 E PERSHING RD,Chicago,IL,TRANPORT,$500.00
21DT000482,2021-01-27,455 N MCCLURG CT,Chicago,IL,TRANPORT,$500.00
21DT000483,2021-01-27,20 W ONTARIO ST,Chicago,IL,TRANPORT,$150.00
21DT001004,2021-01-27,2501 N CICERO ,Chicago,IL,TRANPORT,$0.00
21DT001006,2021-01-27,3955 S CALIFORNIA ,Chicago,IL,TRANPORT,$150.00
21DT001006,2021-01-27,3955 S CALIFORNIA ,Chicago,IL,TRANPORT,$500.00
21DT002747,2021-01-27,5450 S 47TH ,Chicago,IL,TRANPORT,$500.00
21DT002748,2021-01-27,7054 W ARCHER ,Chicago,IL,TRANPORT,$500.00
21DT002749,2021-01-27,7054 W ARCHER ,Chicago,IL,TRANPORT,$500.00
21DT002759,2021-01-27,6141 S ARCHER ,Chicago,IL,TRANPORT,$150.00
21DT002760,2021-01-27,6141 S ARCHER ,Chicago,IL,TRANPORT,$150.00
21DT000335,2021-01-28,1707 S NEWBERRY ,Chicago,IL,TRANPORT,$50.00
21DT000338,2021-01-28,125 E 21ST ST,Chicago,IL,TRANPORT,$500.00
21DT000339,2021-01-28,800 W 34TH ST,Chicago,IL,TRANPORT,$500.00
21DT000340,2021-01-28,849 N DEARBORN ST,Chicago,IL,TRANPORT,$150.00
21DT000341,2021-01-28,67 W SCHILLER ST,Chicago,IL,TRANPORT,$50.00
21DT000342,2021-01-28,2137 N MAGNOLIA ,Chicago,IL,TRANPORT,$500.00
21DT000366,2021-01-28,2150 W CONCORD PL,Chicago,IL,TRANPORT,$500.00
21DT000367,2021-01-28,1552 N DAYTON ST,Chicago,IL,TRANPORT,$110.00
21DT000367,2021-01-28,1552 N DAYTON ST,Chicago,IL,TRANPORT,$150.00
21DT000368,2021-01-28,1340 W RANDOLPH ST,Chicago,IL,TRANPORT,$150.00
21DT000369,2021-01-28,812 W ADAMS ST,Chicago,IL,TRANPORT,$0.00
21DT000369,2021-01-28,812 W ADAMS ST,Chicago,IL,TRANPORT,$150.00
21DT000369,2021-01-28,812 W ADAMS ST,Chicago,IL,TRANPORT,$500.00
21DT000370,2021-01-28,777 W CHICAGO ,Chicago,IL,TRANPORT,$500.00
21DT000371,2021-01-28,1198 N MONTICELLO ,Chicago,IL,TRANPORT,$0.00
21DT000371,2021-01-28,1198 N MONTICELLO ,Chicago,IL,TRANPORT,$150.00
21DT000371,2021-01-28,1198 N MONTICELLO ,Chicago,IL,TRANPORT,$500.00
21DT000372,2021-01-28,3601 W GRAND ,Chicago,IL,TRANPORT,$110.00
21DT000373,2021-01-28,1272 W MADISON ST,Chicago,IL,TRANPORT,$150.00
21DT000374,2021-01-28,130 S HALSTED ST,Chicago,IL,TRANPORT,$500.00
21DT000375,2021-01-28,1002 W LAKE ST,Chicago,IL,TRANPORT,$0.00
21DT000375,2021-01-28,1002 W LAKE ST,Chicago,IL,TRANPORT,$500.00
21DT000376,2021-01-28,1000 W LAKE ST,Chicago,IL,TRANPORT,$0.00
21DT000376,2021-01-28,1000 W LAKE ST,Chicago,IL,TRANPORT,$500.00
21DT000377,2021-01-28,863 N ORLEANS ST,Chicago,IL,TRANPORT,$110.00
21DT000389,2021-01-28,1421 E 67TH PL,Chicago,IL,TRANPORT,$500.00
21DT000392,2021-01-28,5505 S KEDZIE ,Chicago,IL,TRANPORT,$500.00
21DT000393,2021-01-28,7549 S JEFFERY ,Chicago,IL,TRANPORT,$110.00
