Docket Number,Violation Date,Violation Address,City,State,Issuing Department Code,Imposed Fine Detailed
19DT000474,2019-01-25,801 W 119TH ST,Chicago,IL,TRANPORT,$100.00
19DT000474,2019-01-25,801 W 119TH ST,Chicago,IL,TRANPORT,$500.00
19DT000475,2019-01-25,2920 E 87TH ST,Chicago,IL,TRANPORT,$100.00
19DT000475,2019-01-25,2920 E 87TH ST,Chicago,IL,TRANPORT,$500.00
19DT000476,2019-01-25,1132 W 95TH ST,Chicago,IL,TRANPORT,$150.00
19DT000574,2019-01-25,459 N OGDEN ,Chicago,IL,TRANPORT,$150.00
19DT000580,2019-01-25,5000 S PRAIRIE ST,Chicago,IL,TRANPORT,$150.00
19DT000597,2019-01-25,1009 W LAKE ST,Chicago,IL,TRANPORT,$110.00
19DT000625,2019-01-25,200 W ILLINOIS ST,Chicago,IL,TRANPORT,$150.00
19DT000627,2019-01-25,2 N DES PLAINES ST,Chicago,IL,TRANPORT,$0.00
19DT000627,2019-01-25,2 N DES PLAINES ST,Chicago,IL,TRANPORT,$110.00
19DT000628,2019-01-25,1152 W CARROLL ,Chicago,IL,TRANPORT,$0.00
19DT000628,2019-01-25,1152 W CARROLL ,Chicago,IL,TRANPORT,$110.00
19CP007770,2019-01-26,6754 S WOLCOTT ,Chicago,IL,POLICE,$500.00
19CP007772,2019-01-26,6605 S HAMILTON ,Chicago,IL,POLICE,$500.00
19CP008697,2019-01-26,6602 S WINCHESTER ST,Chicago,IL,POLICE,$500.00
19CP007621,2019-01-27,358 W 74TH ST,Chicago,IL,POLICE,$500.00
19CP007776,2019-01-27,6500 S HOYNE ,Chicago,IL,POLICE,$500.00
19CP007778,2019-01-27,1132 W MARQUETTE RD,Chicago,IL,POLICE,$500.00
19CP007779,2019-01-27,6601 S RACINE ,Chicago,IL,POLICE,$0.00
19CP007779,2019-01-27,6601 S RACINE ,Chicago,IL,POLICE,$500.00
19CP007780,2019-01-27,1158 W MARQUETTE RD,Chicago,IL,POLICE,$500.00
19DT000381,2019-01-28,3459 N CENTRAL ,Chicago,IL,TRANPORT,$150.00
19DT000381,2019-01-28,3459 N CENTRAL ,Chicago,IL,TRANPORT,$500.00
19DT000407,2019-01-28,5501 W EDDY ,Chicago,IL,TRANPORT,$150.00
19DT000590,2019-01-28,956 N LARAMIE ,Chicago,IL,TRANPORT,$150.00
19CP006678,2019-01-29,7251 S HALSTED ST,Chicago,IL,POLICE,$500.00
19CP006679,2019-01-29,7251 S HALSTED ST,Chicago,IL,POLICE,$0.00
19CP006679,2019-01-29,7251 S HALSTED ST,Chicago,IL,POLICE,$500.00
19CP006680,2019-01-29,7138 S HALSTED ST,Chicago,IL,POLICE,$500.00
19CP006682,2019-01-29,1900 W 64TH ST,Chicago,IL,POLICE,$500.00
19CP006688,2019-01-29,7257 S HALSTED ST,Chicago,IL,POLICE,$500.00
19CP006689,2019-01-29,7217 S HALSTED ST,Chicago,IL,POLICE,$500.00
19CP006690,2019-01-29,7151 S HALSTED ST,Chicago,IL,POLICE,$0.00
19CP006830,2019-01-29,6701 S DAMEN ,Chicago,IL,POLICE,$500.00
19DS32240L,2019-01-29,4351 S COTTAGE GROVE AVE,Chicago,IL,STRTSAN,$0.00
19DS41630L,2019-01-29,104 E 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS42070L,2019-01-29,4657 S STATE ST,Chicago,IL,STRTSAN,$150.00
19DS42193L,2019-01-29,5858 W WRIGHTWOOD AVE,Chicago,IL,STRTSAN,$500.00
19DS42359L,2019-01-29,3100 S GILES AVE,Chicago,IL,STRTSAN,$150.00
19DS42567L,2019-01-29,223 E 31ST ST,Chicago,IL,STRTSAN,$150.00
19DS42579L,2019-01-29,235 E 31ST ST,Chicago,IL,STRTSAN,$150.00
19DS43492L,2019-01-29,301 E 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS43590L,2019-01-29,219 E 47TH ST,Chicago,IL,STRTSAN,$100.00
19DT000372,2019-01-29,500 W 36TH ST,Chicago,IL,TRANPORT,$0.00
19DT000372,2019-01-29,500 W 36TH ST,Chicago,IL,TRANPORT,$100.00
19DT000372,2019-01-29,500 W 36TH ST,Chicago,IL,TRANPORT,$500.00
19DT000373,2019-01-29,3723 S SANGAMON ST,Chicago,IL,TRANPORT,$150.00
19DT000374,2019-01-29,538 W 43RD ST,Chicago,IL,TRANPORT,$500.00
19DT000375,2019-01-29,3959 S MORGAN ST,Chicago,IL,TRANPORT,$110.00
19DT000380,2019-01-29,214 W 31ST ST,Chicago,IL,TRANPORT,$0.00
19DT000380,2019-01-29,214 W 31ST ST,Chicago,IL,TRANPORT,$50.00
19DT000380,2019-01-29,214 W 31ST ST,Chicago,IL,TRANPORT,$500.00
19DT000391,2019-01-29,4101 S CALUMET ,Chicago,IL,TRANPORT,$0.00
19DT000405,2019-01-29,2801 N CICERO ,Chicago,IL,TRANPORT,$110.00
19DT000405,2019-01-29,2801 N CICERO ,Chicago,IL,TRANPORT,$150.00
19DT000442,2019-01-29,1559 N HUDSON ,Chicago,IL,TRANPORT,$500.00
19DT000547,2019-01-29,1032 W 93RD ST,Chicago,IL,TRANPORT,$150.00
19DT000549,2019-01-29,8440 S LAFAYETTE ,Chicago,IL,TRANPORT,$500.00
19DT000550,2019-01-29,13501 S AVENUE N ,Chicago,IL,TRANPORT,$110.00
19DT000572,2019-01-29,3405 S INDIANA ,Chicago,IL,TRANPORT,$500.00
19DT000575,2019-01-29,2801 S HALSTED ST,Chicago,IL,TRANPORT,$0.00
19DT000575,2019-01-29,2801 S HALSTED ST,Chicago,IL,TRANPORT,$500.00
19DT000576,2019-01-29,2837 S HALSTEDS ST,Chicago,IL,TRANPORT,$110.00
19DT000577,2019-01-29,3115 S SHIELDS ,Chicago,IL,TRANPORT,$500.00
19DT000578,2019-01-29,937 W 31ST PL,Chicago,IL,TRANPORT,$500.00
19DT000582,2019-01-29,5 W DIVISION ST,Chicago,IL,TRANPORT,$110.00
19DT000593,2019-01-29,823 N CALIFORNIA ,Chicago,IL,TRANPORT,$0.00
19DT000593,2019-01-29,823 N CALIFORNIA ,Chicago,IL,TRANPORT,$150.00
19DT000593,2019-01-29,823 N CALIFORNIA ,Chicago,IL,TRANPORT,$500.00
19DT000594,2019-01-29,801 N MARSHFIELD ,Chicago,IL,TRANPORT,$0.00
19DT000594,2019-01-29,801 N MARSHFIELD ,Chicago,IL,TRANPORT,$500.00
19DT000595,2019-01-29,2825 N CICERO ,Chicago,IL,TRANPORT,$150.00
19DT000653,2019-01-29,1325 W GRAND ,Chicago,IL,TRANPORT,$0.00
19DT000865,2019-01-29,956 N WOLCOTT ,Chicago,IL,TRANPORT,$150.00
19DT001035,2019-01-29,2036 N CLARK ,Chicago,IL,TRANPORT,$110.00
19CP006691,2019-01-30,7120 S LAFLIN ,Chicago,IL,POLICE,$50.00
19CP006691,2019-01-30,7120 S LAFLIN ,Chicago,IL,POLICE,$500.00
19CP006696,2019-01-30,1005 W 71ST ST,Chicago,IL,POLICE,$500.00
19CP006697,2019-01-30,1205 W 70TH ST,Chicago,IL,POLICE,$0.00
19CP006698,2019-01-30,7110 S LAFLIN ST,Chicago,IL,POLICE,$0.00
19CP006698,2019-01-30,7110 S LAFLIN ST,Chicago,IL,POLICE,$500.00
19DT000651,2019-01-30,719 S CLARK ,Chicago,IL,TRANPORT,$150.00
19DT000652,2019-01-30,1130 S WABASH ,Chicago,IL,TRANPORT,$500.00
19DS42144L,2019-01-31,7511 N SHERIDAN RD,Chicago,IL,STRTSAN,$0.00
19DS42144L,2019-01-31,7511 N SHERIDAN RD,Chicago,IL,STRTSAN,$150.00
19DS42235L,2019-01-31,5558 W LELAND AVE,Chicago,IL,STRTSAN,$0.00
19DS42235L,2019-01-31,5558 W LELAND AVE,Chicago,IL,STRTSAN,$500.00
19DT000537,2019-01-31,2349 W GRAND ,Chicago,IL,TRANPORT,$0.00
19DT000537,2019-01-31,2349 W GRAND ,Chicago,IL,TRANPORT,$150.00
19DT000537,2019-01-31,2349 W GRAND ,Chicago,IL,TRANPORT,$500.00
19DT000538,2019-01-31,2645 W FULTON ST,Chicago,IL,TRANPORT,$0.00
19DT000538,2019-01-31,2645 W FULTON ST,Chicago,IL,TRANPORT,$90.00
19DT000538,2019-01-31,2645 W FULTON ST,Chicago,IL,TRANPORT,$500.00
19DT000548,2019-01-31,11159 S VINCENNES ,Chicago,IL,TRANPORT,$150.00
19DT000551,2019-01-31,1201 W 115TH ST,Chicago,IL,TRANPORT,$500.00
19DT000561,2019-01-31,951 W MARGATE ,Chicago,IL,TRANPORT,$0.00
19DT000562,2019-01-31,93  MCCULCHEON ,Chicago,IL,TRANPORT,$0.00
19DT000581,2019-01-31,624 W FULLERTON ,Chicago,IL,TRANPORT,$500.00
19DT000583,2019-01-31,620 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
19DT000584,2019-01-31,1932 N SHEFFIELD ,Chicago,IL,TRANPORT,$110.00
19DT000585,2019-01-31,1928 N SHEFFIELD ,Chicago,IL,TRANPORT,$500.00
19DT000586,2019-01-31,1856 N SHEFFIELD ,Chicago,IL,TRANPORT,$150.00
19DT000587,2019-01-31,1860 N SHEFFIELD ,Chicago,IL,TRANPORT,$150.00
19DT000588,2019-01-31,1930 N SHEFFIELD ,Chicago,IL,TRANPORT,$500.00
19DT000589,2019-01-31,2731 N HAMPDEN CT,Chicago,IL,TRANPORT,$150.00
19DT000589,2019-01-31,2731 N HAMPDEN CT,Chicago,IL,TRANPORT,$500.00
19DT000598,2019-01-31,3577 W GRAND ,Chicago,IL,TRANPORT,$0.00
19DT000598,2019-01-31,3577 W GRAND ,Chicago,IL,TRANPORT,$150.00
19DT000598,2019-01-31,3577 W GRAND ,Chicago,IL,TRANPORT,$500.00
19DT000599,2019-01-31,1955 W WASHINGTON ,Chicago,IL,TRANPORT,$500.00
19DT000608,2019-01-31,2903 W FULTON ST,Chicago,IL,TRANPORT,$500.00
19DT000647,2019-01-31,11201 S VINCENNES ,Chicago,IL,TRANPORT,$150.00
19DT000737,2019-01-31,5255 S MONITOR ,Chicago,IL,TRANPORT,$150.00
19CP007783,2019-02-01,1937 W 66TH ST,Chicago,IL,POLICE,$500.00
19CP007970,2019-02-01,671 S DAMEN ,Chicago,IL,POLICE,$500.00
19DS44120L,2019-02-01,5441 N MOODY AVE,Chicago,IL,STRTSAN,$50.00
19DT000552,2019-02-01,1601 W MONTEREY ,Chicago,IL,TRANPORT,$0.00
19DT000559,2019-02-01,864 W ALDINE ,Chicago,IL,TRANPORT,$150.00
19CP007648,2019-02-02,7247 S DAMEN ,Chicago,IL,POLICE,$0.00
19CP006669,2019-02-03,5700 W GRAND ,Chicago,IL,POLICE,$0.00
19CP006669,2019-02-03,5700 W GRAND ,Chicago,IL,POLICE,$500.00
19DT000864,2019-02-04,1232 W NORTH ,Chicago,IL,TRANPORT,$150.00
19DS41030L,2019-02-11,3222 W WASHINGTON BLVD,Chicago,IL,STRTSAN,$500.00
19DS42477L,2019-02-11,3265 W WASHINGTON BLVD,Chicago,IL,STRTSAN,$500.00
19DT000621,2019-02-11,2909 N MILWAUKEE ,Chicago,IL,TRANPORT,$150.00
19DT000702,2019-02-11,4600 N CLARENDON ,Chicago,IL,TRANPORT,$150.00
19DT000703,2019-02-11,801 W EASTWOOD ,Chicago,IL,TRANPORT,$200.00
19DT000704,2019-02-11,4614 N CLARENDON ,Chicago,IL,TRANPORT,$0.00
19DT000712,2019-02-11,2827 W BELDEN ,Chicago,IL,TRANPORT,$100.00
19DT000712,2019-02-11,2827 W BELDEN ,Chicago,IL,TRANPORT,$500.00
19DS41477L,2019-02-12,5525 W DIVISION ST,Chicago,IL,STRTSAN,$500.00
19DS42605L,2019-02-12,455 W NORTH AVE,Chicago,IL,STRTSAN,$500.00
19CP009688,2019-02-13,5045 N TRIPP ,Chicago,IL,POLICE,$0.00
19CP010526,2019-02-13,6303 W GRAND ,Chicago,IL,POLICE,$90.00
19CP010526,2019-02-13,6303 W GRAND ,Chicago,IL,POLICE,$150.00
19CP010526,2019-02-13,6303 W GRAND ,Chicago,IL,POLICE,$500.00
19CP010527,2019-02-13,6021 W GRAND ,Chicago,IL,POLICE,$150.00
19CP010527,2019-02-13,6021 W GRAND ,Chicago,IL,POLICE,$500.00
19CP010533,2019-02-13,5743 W GRAND ,Chicago,IL,POLICE,$150.00
19CP010533,2019-02-13,5743 W GRAND ,Chicago,IL,POLICE,$500.00
19CP010535,2019-02-13,5925 W GRAND ,Chicago,IL,POLICE,$0.00
19DT000708,2019-02-13,5059 S INDIANA ,Chicago,IL,TRANPORT,$100.00
19DT000711,2019-02-13,5101 S INDIANA ,Chicago,IL,TRANPORT,$0.00
19DT000901,2019-02-13,1660 N WELLS ST,Chicago,IL,TRANPORT,$500.00
19DS45363L,2019-02-14,4762 N MILWAUKEE AVE,Chicago,IL,STRTSAN,$150.00
19DT000706,2019-02-14,3214 S UNION ,Chicago,IL,TRANPORT,$500.00
19DT001034,2019-02-14,933 N CROSBY ,Chicago,IL,TRANPORT,$500.00
19DT000722,2019-02-15,5101 W DRUMMOND PL,Chicago,IL,TRANPORT,$0.00
19DS41277L,2019-02-19,4600 S KARLOV AVE,Chicago,IL,STRTSAN,$150.00
19DS42585L,2019-02-19,5200 S MAYFIELD AVE,Chicago,IL,STRTSAN,$150.00
19DS42784L,2019-02-19,1319 W SHERWIN AVE,Chicago,IL,STRTSAN,$50.00
19DS43469L,2019-02-19,6604 S ST LOUIS AVE,Chicago,IL,STRTSAN,$500.00
19DT000713,2019-02-19,529 N BISHOP ST,Chicago,IL,TRANPORT,$500.00
19DT000714,2019-02-19,2658 W CORTLAND ST,Chicago,IL,TRANPORT,$150.00
19DT000715,2019-02-19,502 N WESTERN ,Chicago,IL,TRANPORT,$150.00
19DT000727,2019-02-19,8204 S MARYLAND ,Chicago,IL,TRANPORT,$110.00
19DT001003,2019-02-19,2700 S MILLARD ,Chicago,IL,TRANPORT,$500.00
19DT000887,2019-02-20,516 N WESTERN ,Chicago,IL,TRANPORT,$500.00
19DT000847,2019-02-21,1159 W TAYLOR ST,Chicago,IL,TRANPORT,$150.00
19DS41519L,2019-02-22,7410 N HOYNE AVE,Chicago,IL,STRTSAN,$150.00
19DS41846L,2019-02-22,2033 W BIRCHWOOD AVE,Chicago,IL,STRTSAN,$0.00
19DS42820L,2019-02-22,2053 W BIRCHWOOD AVE,Chicago,IL,STRTSAN,$500.00
19DS43700L,2019-02-22,1417 W ARTHUR AVE,Chicago,IL,STRTSAN,$500.00
19DS43730L,2019-02-22,5761 W HIGGINS AVE,Chicago,IL,STRTSAN,$150.00
19DS44684L,2019-02-22,7430 N SHERIDAN RD,Chicago,IL,STRTSAN,$500.00
19DT000792,2019-02-22,1132 N MOZART ST,Chicago,IL,TRANPORT,$0.00
19DT000792,2019-02-22,1132 N MOZART ST,Chicago,IL,TRANPORT,$150.00
19DT000795,2019-02-22,5555 W KAMERLING ,Chicago,IL,TRANPORT,$110.00
19DT000796,2019-02-22,1437 W GRAND ,Chicago,IL,TRANPORT,$150.00
19DT000796,2019-02-22,1437 W GRAND ,Chicago,IL,TRANPORT,$500.00
19DT000894,2019-02-22,2900 S LOWE ,Chicago,IL,TRANPORT,$0.00
19DT000898,2019-02-22,2109 W DIVISION ST,Chicago,IL,TRANPORT,$150.00
19DT000899,2019-02-22,2111 W DIVISION ST,Chicago,IL,TRANPORT,$500.00
19DT000900,2019-02-22,2105 W DIVISION ST,Chicago,IL,TRANPORT,$500.00
19DT001006,2019-02-22,1041 W JACKSON BV ,Chicago,IL,TRANPORT,$500.00
19DT001008,2019-02-22,1001 W ROOSEVELT RD,Chicago,IL,TRANPORT,$110.00
19DT001028,2019-02-22,2101 W 21ST ST,Chicago,IL,TRANPORT,$150.00
19DT000751,2019-02-27,3543 N NARRAGANSETT ,Chicago,IL,TRANPORT,$150.00
19DT000767,2019-02-27,2741 N JANSSEN ,Chicago,IL,TRANPORT,$150.00
19DT000767,2019-02-27,2741 N JANSSEN ,Chicago,IL,TRANPORT,$350.00
19DT000867,2019-02-27,2439 W HIRSCH ST,Chicago,IL,TRANPORT,$150.00
19DT000867,2019-02-27,2439 W HIRSCH ST,Chicago,IL,TRANPORT,$500.00
19DT001677,2019-04-15,2957 W ARMITAGE ,Chicago,IL,TRANPORT,$0.00
19CP024109,2019-04-20,21 E 119TH ST,Chicago,IL,POLICE,$0.00
19CP032369,2019-05-24,6259 S ALBANY ,Chicago,IL,POLICE,$0.00
19DT005843,2019-08-08,1615 N FAIRFIELD ,Chicago,IL,TRANPORT,$0.00
19DT005843,2019-08-08,1615 N FAIRFIELD ,Chicago,IL,TRANPORT,$200.00
20DT001152,2019-09-05,1717 N HUMBOLDT BLVD ,Chicago,IL,TRANPORT,$0.00
20DT001152,2019-09-05,1717 N HUMBOLDT BLVD ,Chicago,IL,TRANPORT,$500.00
20DT001152,2019-09-05,1717 N HUMBOLDT BLVD ,Chicago,IL,TRANPORT,"$1,000.00"
19DS72153L,2019-11-12,300 W WASHINGTON ST,Chicago,IL,STRTSAN,$0.00
19DS72153L,2019-11-12,300 W WASHINGTON ST,Chicago,IL,STRTSAN,$150.00
19DS72153L,2019-11-12,300 W WASHINGTON ST,Chicago,IL,STRTSAN,$500.00
19DT005705,2019-11-12,1751 N HARLEM ,Chicago,IL,TRANPORT,$0.00
19DT005833,2019-11-12,5601 W DIVERSEY ,Chicago,IL,TRANPORT,$150.00
19DT005847,2019-11-12,3555 N CENTRAL ,Chicago,IL,TRANPORT,$150.00
19DT006012,2019-11-12,5953 W NORTH ,Chicago,IL,TRANPORT,$150.00
20DS72695L,2019-11-12,830 S MICHIGAN AVE,Chicago,IL,STRTSAN,$150.00
20DS72765L,2019-11-12,7201 S EVANS AVE,Chicago,IL,STRTSAN,$0.00
20DS72765L,2019-11-12,7201 S EVANS AVE,Chicago,IL,STRTSAN,$300.00
19DS68300L,2019-11-13,4710 S WESTERN AVE,Chicago,IL,STRTSAN,$150.00
19DS69216L,2019-11-13,1425 W MORSE AVE,Chicago,IL,STRTSAN,$50.00
19DS70010L,2019-11-13,715 E 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS72172L,2019-11-13,2646 W 47TH ST,Chicago,IL,STRTSAN,$50.00
19DS72178L,2019-11-13,2607 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS72200L,2019-11-13,1751 W 17TH ST,Chicago,IL,STRTSAN,$150.00
19DS72224L,2019-11-13,2605 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS72224L,2019-11-13,2605 W 47TH ST,Chicago,IL,STRTSAN,$600.00
19DS72255L,2019-11-13,2509 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS72301L,2019-11-13,2559 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS72310L,2019-11-13,2547 W 47TH ST,Chicago,IL,STRTSAN,$0.00
19DS72310L,2019-11-13,2547 W 47TH ST,Chicago,IL,STRTSAN,$300.00
19DS72311L,2019-11-13,2502 W 47TH ST,Chicago,IL,STRTSAN,$300.00
19DS72311L,2019-11-13,2502 W 47TH ST,Chicago,IL,STRTSAN,$600.00
19DS72319L,2019-11-13,2432 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS72319L,2019-11-13,2432 W 47TH ST,Chicago,IL,STRTSAN,$300.00
19DT005697,2019-11-13,3800 S EMERALD ,Chicago,IL,TRANPORT,$0.00
19DT006043,2019-11-13,5129 S HARPER ,Chicago,IL,TRANPORT,$0.00
19DT006043,2019-11-13,5129 S HARPER ,Chicago,IL,TRANPORT,$80.00
19DT006077,2019-11-13,1400 E 53RD ST,Chicago,IL,TRANPORT,$0.00
20DS72598L,2019-11-13,6740 N SHERIDAN RD,Chicago,IL,STRTSAN,$50.00
20DS72639L,2019-11-13,830 S MICHIGAN AVE,Chicago,IL,STRTSAN,$150.00
20DS72805L,2019-11-13,7464 N CLARK ST,Chicago,IL,STRTSAN,$150.00
20DS73439L,2019-11-13,2523 W 47TH ST,Chicago,IL,STRTSAN,$90.00
20DS73439L,2019-11-13,2523 W 47TH ST,Chicago,IL,STRTSAN,$200.00
20DS73674L,2019-11-13,2501 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS73674L,2019-11-13,2501 W 47TH ST,Chicago,IL,STRTSAN,$300.00
20DS73871L,2019-11-13,1712 W PRATT BLVD,Chicago,IL,STRTSAN,$150.00
20DS74442L,2019-11-13,6760 N SHERIDAN RD,Chicago,IL,STRTSAN,$150.00
20DS75749L,2019-11-13,6714 N CLARK ST,Chicago,IL,STRTSAN,$50.00
19DS72160L,2019-11-14,6929 N SHERIDAN RD,Chicago,IL,STRTSAN,$500.00
19DS72191L,2019-11-14,1215 W ARTHUR AVE,Chicago,IL,STRTSAN,$50.00
19DS72216L,2019-11-14,1217 W ARTHUR AVE,Chicago,IL,STRTSAN,$150.00
19DS72378L,2019-11-14,1401 W PRATT BLVD,Chicago,IL,STRTSAN,$150.00
19DS72428L,2019-11-14,2303 W CERMAK RD,Chicago,IL,STRTSAN,$0.00
19DS72428L,2019-11-14,2303 W CERMAK RD,Chicago,IL,STRTSAN,$100.00
19DS72434L,2019-11-14,6417 N GLENWOOD AVE,Chicago,IL,STRTSAN,$0.00
19DS72474L,2019-11-14,1335 W MORSE AVE,Chicago,IL,STRTSAN,$150.00
19DS72505L,2019-11-14,6419 N GLENWOOD AVE,Chicago,IL,STRTSAN,$150.00
19DT005779,2019-11-14,1349 W 82ND ST,Chicago,IL,TRANPORT,$0.00
19DT005779,2019-11-14,1349 W 82ND ST,Chicago,IL,TRANPORT,$150.00
19DT005780,2019-11-14,1335 W 81ST ST,Chicago,IL,TRANPORT,$500.00
20DS76779L,2019-11-14,4324 S DREXEL BLVD,Chicago,IL,STRTSAN,$150.00
19DS72388L,2019-11-15,7800 S EXCHANGE AVE,Chicago,IL,STRTSAN,$150.00
19DT005783,2019-11-15,3601 E 106TH ST,Chicago,IL,TRANPORT,$140.00
19DT005783,2019-11-15,3601 E 106TH ST,Chicago,IL,TRANPORT,$150.00
19DT005784,2019-11-15,13727 S BRAINARD ,Chicago,IL,TRANPORT,$150.00
19DT005901,2019-11-15,4745 W ARMITAGE ,Chicago,IL,TRANPORT,$0.00
19DT005901,2019-11-15,4745 W ARMITAGE ,Chicago,IL,TRANPORT,$110.00
19DT005901,2019-11-15,4745 W ARMITAGE ,Chicago,IL,TRANPORT,$150.00
20DS72557L,2019-11-15,2053 W HOWARD ST,Chicago,IL,STRTSAN,$150.00
20DS72942L,2019-11-15,935 W WILLOW ST,Chicago,IL,STRTSAN,$150.00
20DS74580L,2019-11-15,2101 W HOWARD ST,Chicago,IL,STRTSAN,$300.00
20DS74596L,2019-11-15,4402 S CALIFORNIA AVE,Chicago,IL,STRTSAN,$150.00
20DS74649L,2019-12-31,5422 W WINDSOR AVE,Chicago,IL,STRTSAN,$0.00
20DS74649L,2019-12-31,5422 W WINDSOR AVE,Chicago,IL,STRTSAN,$200.00
20DT000269,2019-12-31,5414 W FULLERTON ,Chicago,IL,TRANPORT,$500.00
20DS76790L,2020-01-13,6163 N NORTHWEST HWY,Chicago,IL,STRTSAN,$0.00
20DS76790L,2020-01-13,6163 N NORTHWEST HWY,Chicago,IL,STRTSAN,$500.00
20DS76790L,2020-01-13,6163 N NORTHWEST HWY,Chicago,IL,STRTSAN,$600.00
20DS75836L,2020-01-19,4901 W IRVING PARK RD,Chicago,IL,STRTSAN,$150.00
20DS75603L,2020-01-20,5956 W HIGGINS AVE,Chicago,IL,STRTSAN,$150.00
20DS75792L,2020-01-20,5035 W FOSTER AVE,Chicago,IL,STRTSAN,$150.00
20DS75523L,2020-01-21,2042 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75556L,2020-01-21,1724 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75558L,2020-01-21,4410 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
20DS75561L,2020-01-21,1436 W FARGO AVE,Chicago,IL,STRTSAN,$150.00
20DS75580L,2020-01-21,4456 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
20DS75583L,2020-01-21,4518 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
20DS75589L,2020-01-21,2000 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75592L,2020-01-21,2539 W PETERSON AVE,Chicago,IL,STRTSAN,$150.00
20DS75602L,2020-01-21,1614 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75628L,2020-01-21,6640 N TALMAN AVE,Chicago,IL,STRTSAN,$500.00
20DS75640L,2020-01-21,4443 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
20DS75650L,2020-01-21,2307 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75650L,2020-01-21,2307 W 47TH ST,Chicago,IL,STRTSAN,$300.00
20DS75688L,2020-01-21,4801 S WESTERN AVE,Chicago,IL,STRTSAN,$150.00
20DS75693L,2020-01-21,1335 W MORSE AVE,Chicago,IL,STRTSAN,$150.00
20DS75730L,2020-01-21,1816 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75730L,2020-01-21,1816 W 47TH ST,Chicago,IL,STRTSAN,$300.00
20DS75740L,2020-01-21,1737 W 47TH ST,Chicago,IL,STRTSAN,$500.00
20DS75771L,2020-01-21,2021 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75772L,2020-01-21,1425 W MORSE AVE,Chicago,IL,STRTSAN,$150.00
20DS75789L,2020-01-21,2706 W 47TH ST,Chicago,IL,STRTSAN,$50.00
20DS75863L,2020-01-21,26251 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75868L,2020-01-21,1910 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75871L,2020-01-21,5001 S WESTERN BLVD,Chicago,IL,STRTSAN,$50.00
20DS75874L,2020-01-21,1516 W FARWELL AVE,Chicago,IL,STRTSAN,$0.00
20DS75874L,2020-01-21,1516 W FARWELL AVE,Chicago,IL,STRTSAN,$500.00
20DS75876L,2020-01-21,2614 W 48TH ST,Chicago,IL,STRTSAN,$150.00
20DS75886L,2020-01-21,4701 S WESTERN AVE,Chicago,IL,STRTSAN,$150.00
20DS75914L,2020-01-21,1643 W 47TH ST,Chicago,IL,STRTSAN,$0.00
20DS75914L,2020-01-21,1643 W 47TH ST,Chicago,IL,STRTSAN,$500.00
20DS75914L,2020-01-21,1643 W 47TH ST,Chicago,IL,STRTSAN,$600.00
20DS75919L,2020-01-21,2559 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75920L,2020-01-21,4385 S ARCHER AVE,Chicago,IL,STRTSAN,$150.00
20DS75936L,2020-01-21,4348 S WESTERN AVE,Chicago,IL,STRTSAN,$150.00
20DS75946L,2020-01-21,2555 S BLUE ISLAND AVE,Chicago,IL,STRTSAN,$150.00
20DS75956L,2020-01-21,2415 W PETERSON AVE,Chicago,IL,STRTSAN,$50.00
20DS75978L,2020-01-21,2551 W PETERSON AVE,Chicago,IL,STRTSAN,$150.00
20DS75979L,2020-01-21,7910 S MUSKEGON AVE,Chicago,IL,STRTSAN,$150.00
20DS75981L,2020-01-21,2701 W POPE JOHN PAUL II DR,Chicago,IL,STRTSAN,$500.00
20DS75985L,2020-01-21,1958 W 47TH ST,Chicago,IL,STRTSAN,$150.00
20DS75994L,2020-01-21,4448 S WESTERN AVE,Chicago,IL,STRTSAN,$150.00
20DS75994L,2020-01-21,4448 S WESTERN AVE,Chicago,IL,STRTSAN,$300.00
20DS76077L,2020-01-21,4326 S WESTERN AVE,Chicago,IL,STRTSAN,$0.00
20DS76077L,2020-01-21,4326 S WESTERN AVE,Chicago,IL,STRTSAN,$50.00
